Vissa EG-relaterade frågor ;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//0
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//94 menade//VB|PRT|AKT//conj//25 vidare//AB|KOM//advmod//94 att//SN//mark//101 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//98 beräkningsmetoder//NN|UTR|PLU|IND|NOM//nsubj//101 enbart//AB//advmod//101 är//VB|PRS|AKT//cop//101 förenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//94 med//PP//case//103 gemenskapsrätten//NN|UTR|SIN|DEF|NOM//obl//101 om//SN//mark//106 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//106 tjänar//VB|PRS|AKT//advcl//101 mål//NN|NEU|PLU|IND|NOM//compound:prt//106 vilka//HP|UTR/NEU|PLU|IND//obl//106 ,//MID//punct//108 även//AB//advmod//111 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//114 ,//MID//punct//114 är//VB|PRS|AKT//cop//114 förenliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//108 med//PP//case//119 fördragets//NN|NEU|SIN|DEF|GEN//nmod:poss//119 och//KN//cc//118 sekundärrättens//NN|UTR|SIN|DEF|GEN//conj//116 krav//NN|NEU|PLU|IND|NOM//obl//114 och//KN//cc//125 om//PP//mark//125 formerna//NN|UTR|PLU|DEF|NOM//nsubj//125 för//PP//case//124 dem//PN|UTR/NEU|PLU|DEF|OBJ//nmod//122 är//VB|PRS|AKT//conj//114 av//PP//case//128 den//DT|UTR|SIN|DEF//det//128 arten//NN|UTR|SIN|DEF|NOM//obl//125 att//SN//mark//146 all//DT|UTR|SIN|IND/DEF//det//134 direkt//JJ|POS|UTR|SIN|IND|NOM//amod//134 eller//KN//cc//133 indirekt//JJ|POS|UTR|SIN|IND|NOM//conj//131 diskriminering//NN|UTR|SIN|IND|NOM//nsubj:pass//146 av//PP//case//136 import//NN|UTR|SIN|IND|NOM//nmod//134 från//PP//case//139 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//139 medlemsstater//NN|UTR|PLU|IND|NOM//nmod//134 eller//KN//cc//141 skydd//NN|NEU|SIN|IND|NOM//conj//139 av//PP//case//145 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//145 inhemska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//145 varor//NN|UTR|PLU|IND|NOM//nmod//141 undviks//VB|PRS|SFO//advcl//125 .//MAD//punct//94
Vissa EG-relaterade frågor ;I//PP//case//151 det//DT|NEU|SIN|DEF//det//151 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//151 målet//NN|NEU|SIN|DEF|NOM//obl//152 menade//VB|PRT|AKT//advcl//94 dock//AB//advmod//152 domstolen//NN|UTR|SIN|DEF|NOM//obj//152 att//SN//mark//159 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//159 inte//AB//advmod//159 var//VB|PRT|AKT//cop//159 acceptabelt//JJ|POS|NEU|SIN|IND|NOM//acl//154 att//SN//mark//161 importerad//PC|PRF|UTR|SIN|IND|NOM//advcl//159 elström//NN|UTR|SIN|IND|NOM//obj//161 beskattades//VB|PRT|SFO//conj//159 med//PP//case//166 en//DT|UTR|SIN|IND//det//166 skattesats//NN|UTR|SIN|IND|NOM//obl//163 som//HP|-|-|-//nsubj//172 var//VB|PRT|AKT//cop//172 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//fixed//168 än//KN//case//172 den//DT|UTR|SIN|DEF//det//172 lägsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//acl:relcl//166 (//PAD//punct//178 även//AB//mark//178 om//SN//fixed//174 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//178 var//VB|PRT|AKT//cop//178 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//172 än//KN//case//181 den//DT|UTR|SIN|DEF//det//181 högsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//nmod//178 )//PAD//punct//94 .//MAD//punct//94
Vissa EG-relaterade frågor ;I//PP//case//2 C-36/99//PM|NOM//fixed//0 Idéal//PM|NOM//obl//5 Tourisme//PM|NOM//flat//2 var//VB|PRT|AKT//cop//5 frågan//NN|UTR|SIN|DEF|NOM//nsubj//8 om//SN//case//7 Belgien//PM|NOM//nmod//5 hade//VB|PRT|AKT//ROOT//8 rätt//PL//obj//8 att//IE//mark//11 tillämpa//VB|INF|AKT//acl//9 en//DT|UTR|SIN|IND//det//13 lagstiftning//NN|UTR|SIN|IND|NOM//obj//11 med//PP//case//15 0-skattesats//NN|UTR|SIN|IND|NOM//nmod//13 (=//RG|NOM//amod//17 undantag//NN|NEU|PLU|IND|NOM//obj//8 från//PP//case//19 skatteplikt//NN|UTR|SIN|IND|NOM//nmod//17 men//KN//cc//22 med//PP//case//22 rätt//NN|UTR|SIN|IND|NOM//conj//19 till//PP//case//24 avdrag//NN|NEU|SIN|IND|NOM//nmod//22 ///MID//cc//26 återbetalning//NN|UTR|SIN|IND|NOM//nmod//24 av//PP//case//29 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//29 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//26 )//PAD//punct//8 på//PP//case//33 inrikes//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//33 delen//NN|UTR|SIN|DEF|NOM//obl//8 av//PP//case//36 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//36 flygtransporter//NN|UTR|PLU|IND|NOM//nmod//33 ,//MID//punct//33 medan//SN//mark//45 skatten//NN|UTR|SIN|DEF|NOM//nsubj//45 på//PP//case//42 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//42 busstransporter//NN|UTR|PLU|IND|NOM//nmod//39 var//VB|PRT|AKT//cop//45 6//RG|NOM//nummod//45 procent//NN|UTR|PLU|IND|NOM//advcl//8 .//MAD//punct//8
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//48 fann//VB|PRT|AKT//parataxis//8 att//SN//mark//51 Belgien//PM|NOM//nsubj//51 hade//VB|PRT|AKT//ccomp//48 rätt//PL//obj//51 att//IE//mark//54 fortsätta//VB|INF|AKT//acl//52 att//IE//mark//56 tillämpa//VB|INF|AKT//acl//52 en//DT|UTR|SIN|IND//det//58 0-skattesats//NN|UTR|SIN|IND|NOM//obj//56 för//PP//case//60 flyget//NN|NEU|SIN|DEF|NOM//nmod//58 .//MAD//punct//48
Vissa EG-relaterade frågor ;Som//KN//case//63 skäl//NN|NEU|SIN|IND|NOM//obl//66 för//PP//case//65 det//PN|NEU|SIN|DEF|SUB/OBJ//nmod//63 angavs//VB|PRT|SFO//conj//48 att//SN//mark//73 det//DT|NEU|SIN|DEF//det//70 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//70 momssystemet//NN|NEU|SIN|DEF|NOM//nsubj//73 är//VB|PRS|AKT//cop//73 ett//DT|NEU|SIN|IND//det//73 resultat//NN|NEU|SIN|IND|NOM//ccomp//66 av//PP//case//77 en//DT|UTR|SIN|IND//det//77 gradvis//JJ|POS|UTR|SIN|IND|NOM//amod//77 harmonisering//NN|UTR|SIN|IND|NOM//nmod//73 som//HP|-|-|-//nsubj:pass//81 ännu//AB//advmod//81 inte//AB//advmod//81 fullbordats//VB|SUP|SFO//acl:relcl//77 ,//MID//punct//73 och//KN//cc//87 att//SN//mark//87 direktivet//NN|NEU|SIN|DEF|NOM//nsubj//87 ,//MID//punct//87 tillåter//VB|PRS|AKT//conj//48 medlemsländerna//NN|NEU|PLU|DEF|NOM//obj//87 att//IE//mark//90 behålla//VB|INF|AKT//xcomp//87 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 äldre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 undantag//NN|NEU|PLU|IND|NOM//obj//90 ,//MID//punct//90 bl.a.//AB|AN//advmod//97 inom//PP//case//97 persontransportsektorn//NN|UTR|SIN|DEF|NOM//obl//90 .//MAD//punct//48
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//100 menade//VB|PRT|AKT//conj//8 att//SN//mark//106 så//AB//advmod//106 länge//AB|POS//fixed//102 en//DT|UTR|SIN|IND//det//105 medlemsstat//NN|UTR|SIN|IND|NOM//nsubj//106 behåller//VB|PRS|AKT//ccomp//100 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//108 bestämmelser//NN|UTR|PLU|IND|NOM//obj//106 ,//MID//punct//110 införlivar//VB|PRS|AKT//conj//100 den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//110 inte//AB//advmod//110 det//DT|NEU|SIN|DEF//det//115 sjätte//RO|NOM//amod//115 mervärdesskattedirektivet//NN|NEU|SIN|DEF|NOM//obj//110 och//KN//cc//117 åsidosätter//VB|PRS|AKT//conj//110 därmed//AB//advmod//117 vare//KN//case//121 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//119 direktivet//NN|NEU|SIN|DEF|NOM//obl//117 eller//KN//cc//126 de//DT|UTR/NEU|PLU|DEF//det//126 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//126 gemenskapsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//126 principerna//NN|UTR|PLU|DEF|NOM//conj//121 som//HP|-|-|-//obj//130 medlemsstaterna//NN|UTR|PLU|DEF|NOM//nsubj//130 skall//VB|PRS|AKT//aux//130 respektera//VB|INF|AKT//acl:relcl//126 .//MAD//punct//100
Vissa EG-relaterade frågor ;Likabehandlingsprincipen//NN|NEU|PLU|DEF|NOM//nsubj:pass//136 hade//VB|PRT|AKT//aux//136 därigenom//AB//advmod//136 inte//AB//advmod//136 brutits//VB|SUP|SFO//conj//100 .//MAD//punct//100
Vissa EG-relaterade frågor ;I//PP//case//139 Mervärdesskatten//NN|UTR|SIN|DEF|NOM//obl//148 på//PP//case//142 ekologiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//142 livsmedel//NN|NEU|PLU|IND|NOM//nmod//139  //_SP////142 (//PAD//punct//139 Ds//PM|NOM//nmod//139 2002:51//RG|NOM//nummod//145 )//PAD//punct//139 uttalas//VB|PRS|SFO//conj//8 att//SN//mark//159 domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//151 motivering//NN|UTR|SIN|IND|NOM//nsubj//159 för//PP//mark//154 att//IE//mark//154 godta//VB|INF|AKT//acl//151 den//DT|UTR|SIN|DEF//det//157 belgiska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//157 differentieringen//NN|UTR|SIN|DEF|NOM//obj//154 kan//VB|PRS|AKT//aux//159 förefalla//VB|INF|AKT//ccomp//148 långsökt//AB|POS//obj//159 ,//MID//punct//148 men//KN//cc//166 att//SN//mark//166 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//166 är//VB|PRS|AKT//cop//166 lätt//JJ|POS|NEU|SIN|IND|NOM//conj//8 att//IE//mark//168 finna//VB|INF|AKT//csubj//166 praktiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//170 skäl//NN|NEU|PLU|IND|NOM//obj//168 för//PP//case//172 utgången//NN|UTR|SIN|DEF|NOM//obl//168 eftersom//SN//mark//180 ett//DT|NEU|SIN|IND//det//175 flertal//NN|NEU|SIN|IND|NOM//nmod//176 länder//NN|NEU|PLU|IND|NOM//nsubj//180 inom//PP//case//178 EU//PM|NOM//nmod//176 f.n.//AB|AN//advmod//180 tillämpar//VB|PRS|AKT//advcl//166 regler//NN|UTR|PLU|IND|NOM//obj//180 för//PP//case//184 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//184 persontransporter//NN|UTR|PLU|IND|NOM//nmod//181 som//HP|-|-|-//nsubj:pass//187 kan//VB|PRS|AKT//aux//187 jämföras//VB|INF|SFO//acl:relcl//184 med//PP//case//190 de//DT|UTR/NEU|PLU|DEF//det//190 belgiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl//187 .//MAD//punct//8
Vissa EG-relaterade frågor ;Fördragsbrottmålet//NN|NEU|SIN|DEF|NOM//nsubj//9 C-481/98//RG|NOM//case//2 Kommissionen//NN|UTR|SIN|DEF|NOM//nmod//0 mot//PP//case//4 Frankrike//PM|NOM//nmod//2  //_SP////4 (//PAD//punct//7 skatteneutralitetsprincipen//NN|UTR|SIN|DEF|NOM//appos//2 )//PAD//punct//7 gällde//VB|PRT|AKT//ROOT//9 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//9 i//PP//case//12 Frankrike//PM|NOM//obl//9 tillämpade//VB|PRT|AKT//conj//9 skattesatserna//NN|UTR|PLU|DEF|NOM//obj//13 för//PP//case//16 läkemedel//NN|NEU|PLU|IND|NOM//nmod//14 .//MAD//punct//9
Vissa EG-relaterade frågor ;Läkemedel//NN|NEU|PLU|IND|NOM//nsubj:pass//19 beskattades//VB|PRT|SFO//parataxis//9 i//PP//case//21 Frankrike//PM|NOM//obl//19 med//PP//case//25 5,5//RG|NOM//nummod//24 procent//NN|UTR|PLU|IND|NOM//nmod//25 moms//NN|UTR|SIN|IND|NOM//obl//19 .//MAD//punct//9
Vissa EG-relaterade frågor ;Läkemedel//NN|NEU|PLU|IND|NOM//nsubj:pass//35 som//HP|-|-|-//nsubj//30 var//VB|PRT|AKT//cop//30 ersättningsgilla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//27 enligt//PP//case//34 det//DT|NEU|SIN|DEF//det//34 sociala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//34 trygghetssystemet//NN|NEU|SIN|DEF|NOM//nmod//30 beskattades//VB|PRT|SFO//parataxis//9 däremot//AB//advmod//35 med//PP//case//39 en//DT|UTR|SIN|IND//det//39 skattesats//NN|UTR|SIN|IND|NOM//obl//35 på//PP//case//42 2,1//RG|NOM//nummod//42 procent//NN|UTR|PLU|IND|NOM//nmod//39 (//PAD//punct//42 den//DT|UTR|SIN|DEF//det//46 låga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//46 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//48 får//VB|PRS|AKT//aux//48 tillämpas//VB|INF|SFO//acl:relcl//42 av//PP//case//50 Frankrike//PM|NOM//obl:agent//48 med//PP//case//52 stöd//NN|NEU|SIN|IND|NOM//nmod//50 av//PP//case//54 övergångsregler//NN|UTR|PLU|IND|NOM//nmod//52 )//PAD//punct//9 .//MAD//punct//9
Vissa EG-relaterade frågor ;Kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//58 hävdade//VB|PRT|AKT//parataxis//9 att//SN//mark//68 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj//68 av//PP//case//65 två//RG|NOM//nummod//65 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//65 mervärdesskattesatser//NN|UTR|PLU|IND|NOM//nmod//60 för//PP//case//67 läkemedel//NN|NEU|PLU|IND|NOM//nmod//65 stred//VB|PRT|AKT//ccomp//58 mot//PP//case//70 principen//NN|UTR|SIN|DEF|NOM//obl//68 om//PP//case//74 en//DT|UTR|SIN|IND//det//74 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//74 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//70 ,//MID//punct//77 mot//PP//case//77 principen//NN|UTR|SIN|DEF|NOM//obl//68 om//PP//case//79 skatteneutralitet//NN|UTR|SIN|IND|NOM//nmod//77 som//HP|-|-|-//nsubj//81 utgör//VB|PRS|AKT//acl:relcl//79 en//DT|UTR|SIN|IND//det//83 del//NN|UTR|SIN|IND|NOM//obj//81 av//PP//case//87 det//DT|NEU|SIN|DEF//det//87 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//87 systemet//NN|NEU|SIN|DEF|NOM//nmod//83 för//PP//case//89 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//87 ,//MID//punct//103 och//KN//cc//103 mot//PP//case//93 principen//NN|UTR|SIN|DEF|NOM//obl//103 om//PP//mark//100 att//SN//mark//100 snedvridningar//NN|UTR|PLU|IND|NOM//nsubj:pass//100 av//PP//case//98 konkurrensen//NN|UTR|SIN|DEF|NOM//nmod//96 skall//VB|PRS|AKT//aux//100 undanröjas//VB|INF|SFO//acl//93 .//MAD//punct//103
Vissa EG-relaterade frågor ;EG-domstolen//NN|UTR|SIN|DEF|NOM//nsubj//103 konstaterade//VB|PRT|AKT//conj//58 först//AB//advmod//103 att//SN//mark//109 principen//NN|UTR|SIN|DEF|NOM//nsubj//109 om//PP//case//108 skatteneutralitet//NN|UTR|SIN|IND|NOM//nmod//106 utgör//VB|PRS|AKT//ccomp//103 en//DT|UTR|SIN|IND//det//111 del//NN|UTR|SIN|IND|NOM//obj//109 av//PP//case//115 det//DT|NEU|SIN|DEF//det//115 gemensamma//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//115 systemet//NN|NEU|SIN|DEF|NOM//nmod//111 för//PP//case//117 mervärdesskatt//NN|UTR|SIN|IND|NOM//nmod//115 och//KN//cc//122 att//SN//mark//122 denna//DT|UTR|SIN|DEF//det//121 princip//NN|UTR|SIN|IND|NOM//nsubj//122 utgör//VB|PRS|AKT//conj//58 bland//PP//case//125 annat//PN|NEU|SIN|IND|SUB/OBJ//amod//125 hinder//NN|NEU|SIN|IND|NOM//obl//122 mot//PP//mark//133 att//SN//mark//133 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//132 och//KN//cc//131 således//AB//advmod//131 konkurrerande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//132 varor//NN|UTR|PLU|IND|NOM//nsubj:pass//133 behandlas//VB|PRS|SFO//acl//125 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//133 i//PP//case//136 mervärdesskattehänseende//NN|NEU|SIN|IND|NOM//obl//133 .//MID//punct//58
Vissa EG-relaterade frågor ;Sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//139 varor//NN|UTR|PLU|IND|NOM//nsubj:pass//141 måste//VB|PRS|AKT//aux//141 belastas//VB|INF|SFO//advcl//58 med//PP//case//145 en//DT|UTR|SIN|IND//det//145 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//145 skattesats//NN|UTR|SIN|IND|NOM//obl//141 .//MAD//punct//58
Vissa EG-relaterade frågor ;Principen//NN|UTR|SIN|DEF|NOM//nsubj//150 om//PP//case//149 skatteneutralitet//NN|NEU|SIN|DEF|NOM//nmod//147 innefattar//VB|PRS|AKT//conj//58 således//AB//advmod//150 enligt//PP//case//153 domstolen//NN|UTR|SIN|DEF|NOM//obl//150 en//DT|UTR|SIN|IND//det//155 princip//NN|UTR|SIN|IND|NOM//obj//150 om//PP//case//158 enhetlig//JJ|POS|UTR|SIN|IND|NOM//amod//158 skattesats//NN|UTR|SIN|IND|NOM//nmod//155 (//PAD//punct//162 för//PP//case//162 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//162 varor//NN|UTR|PLU|IND|NOM//appos//158 )//PAD//punct//162 och//KN//cc//166 en//DT|UTR|SIN|IND//det//166 princip//NN|UTR|SIN|IND|NOM//conj//158 om//PP//mark//173 att//SN//mark//173 snedvridningar//NN|UTR|PLU|IND|NOM//nsubj:pass//173 av//PP//case//171 konkurrensen//NN|UTR|SIN|DEF|NOM//nmod//169 skall//VB|PRS|AKT//aux//173 undanröjas//VB|INF|SFO//acl//166 .//MAD//punct//9
Vissa EG-relaterade frågor ;Vid//PP//case//2 domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 granskning//NN|UTR|SIN|IND|NOM//obl//7 av//PP//case//6 det//DT|NEU|SIN|DEF//det//6 franska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//6 systemet//NN|NEU|SIN|DEF|NOM//nmod//2 drogs//VB|PRT|SFO//ROOT//7 slutsatsen//NN|UTR|SIN|DEF|NOM//nsubj:pass//7 att//SN//mark//18 läkemedel//NN|NEU|PLU|IND|NOM//nsubj//18 som//HP|-|-|-//nsubj//13 var//VB|PRT|AKT//cop//13 ersättningsgilla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//10 inte//AB//advmod//18 var//VB|PRT|AKT//cop//18 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//18 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 läkemedel//NN|NEU|PLU|IND|NOM//ccomp//7 och//KN//cc//22 således//AB//advmod//22 inte//AB//advmod//22 konkurrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//7 med//PP//case//24 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//obl//22 .//MAD//punct//7
Vissa EG-relaterade frågor ;Domstolen//NN|UTR|SIN|DEF|NOM//nsubj//27 menade//VB|PRT|AKT//parataxis//7 att//SN//mark//40 det//DT|NEU|SIN|DEF//det//31 franska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//31 ersättningssystemet//NN|NEU|SIN|DEF|NOM//nsubj:pass//40 ,//MID//punct//31 som//HP|-|-|-//nsubj:pass//34 lades//VB|PRT|SFO//acl:relcl//31 till//PP//case//38 grund//NN|UTR|SIN|IND|NOM//fixed//35 för//PP//fixed//35 momsdifferentieringen//NN|UTR|SIN|DEF|NOM//obl//34 ,//MID//punct//31 grundades//VB|PRT|SFO//ccomp//27 på//PP//case//43 objektiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//43 kriterier//NN|NEU|PLU|IND|NOM//obl//40 i//PP//case//48 enlighet//NN|UTR|SIN|IND|NOM//fixed//44 med//PP//fixed//44 EG-direktivet//NN|NEU|SIN|DEF|NOM//nmod//48 89/105//RG|NOM//nmod//43 .//MID//punct//27
Vissa EG-relaterade frågor ;Om//SN//mark//53 ett//DT|NEU|SIN|IND//det//52 läkemedel//NN|NEU|SIN|IND|NOM//nsubj:pass//53 klassades//VB|PRT|SFO//advcl//62 som//KN//case//55 ersättningsberättigat//PC|PRF|NEU|SIN|IND|NOM//obl//53 och//KN//cc//57 kostnaden//NN|UTR|SIN|DEF|NOM//conj//55 således//AB//advmod//53 i//PP//case//61 någon//DT|UTR|SIN|IND//det//61 omfattning//NN|UTR|SIN|IND|NOM//obl//53 ersattes//VB|PRT|SFO//advcl//27 av//PP//case//65 det//DT|NEU|SIN|DEF//det//65 allmänna//JJ|POS|UTR/NEU|SIN|DEF|NOM//obl:agent//62 var//VB|PRT|AKT//cop//72 detta//PN|NEU|SIN|DEF|SUB/OBJ//fixed//66 i//PP//case//69 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//67 till//PP//case//72 avgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//72 fördel//NN|UTR|SIN|IND|NOM//nsubj:pass//7 för//PP//case//74 slutkonsumenten//NN|UTR|SIN|DEF|NOM//nmod//72 .//MAD//punct//7
Vissa EG-relaterade frågor ;Konsumenten//NN|UTR|SIN|DEF|NOM//nsubj//77 strävade//VB|PRT|AKT//parataxis//7 i//PP//advmod//77 första//RO|NOM//fixed//78 hand//NN|UTR|SIN|IND|NOM//fixed//78 att//IE//mark//82 köpa//VB|INF|AKT//advcl//77 ersättningsberättigade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//84 läkemedel//NN|NEU|PLU|IND|NOM//obj//82 ,//MID//punct//77 och//KN//cc//93 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 var//VB|PRT|AKT//cop//93 följaktligen//AB//advmod//93 inte//AB//advmod//93 den//DT|UTR|SIN|DEF//det//93 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//93 momsen//NN|UTR|SIN|DEF|NOM//conj//77 som//HP|-|-|-//nsubj//95 utgjorde//VB|PRT|AKT//acl:relcl//93 motivet//NN|NEU|SIN|DEF|NOM//obj//95 för//PP//case//98 inköpsbeslutet//NN|NEU|SIN|DEF|NOM//obl//95 .//MID//punct//77
Vissa EG-relaterade frågor ;De//DT|UTR/NEU|PLU|DEF//det//102 två//RG|NOM//nummod//102 läkemedelskategorierna//NN|UTR|PLU|DEF|NOM//nsubj//103 konkurrerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//77 därför//AB//advmod//103 inte//AB//advmod//103 med//PP//case//107 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//103 och//KN//cc//112 de//DT|UTR/NEU|PLU|DEF//det//111 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//111 momssatserna//NN|UTR|PLU|DEF|NOM//nsubj//112 saknade//VB|PRT|AKT//conj//77 betydelse//NN|UTR|SIN|IND|NOM//obj//112 i//PP//case//116 detta//DT|NEU|SIN|DEF//det//116 avseende//NN|NEU|SIN|IND|NOM//obl//112 .//MAD//punct//77
Vissa EG-relaterade frågor ;Effekten//NN|UTR|SIN|DEF|NOM//nsubj//125 av//PP//case//120 momsreduceringen//NN|UTR|SIN|DEF|NOM//nmod//118 i//PP//case//122 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//nmod//120 var//VB|PRT|AKT//cop//125 inte//AB//advmod//125 mätbar//JJ|POS|UTR|SIN|IND|NOM//conj//77 .//MAD//punct//125
Vissa EG-relaterade frågor ;I//PP//case//128 domen//NN|UTR|SIN|DEF|NOM//obl//129 noterades//VB|PRT|SFO//conj//77 att//SN//mark//136 snedvridning//NN|UTR|SIN|IND|NOM//nsubj//136 av//PP//case//133 konkurrensen//NN|UTR|SIN|DEF|NOM//nmod//131 endast//AB//advmod//136 kunde//VB|PRT|AKT//aux//136 uppkomma//VB|INF|AKT//ccomp//129 om//PP//mark//145 ”//PM|NOM//punct//145 en//DT|UTR|SIN|IND//det//142 icke//AB//advmod//141 försumbar//JJ|POS|UTR|SIN|IND|NOM//amod//142 mängd//NN|UTR|SIN|IND|NOM//nmod//144 ersättningsgilla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//144 läkemedel//NN|NEU|PLU|IND|NOM//nsubj:pass//145 köps//VB|PRS|SFO//advcl//136 utan//PP//case//148 något//DT|NEU|SIN|IND//det//148 läkarrecept//NN|NEU|SIN|IND|NOM//obl//145 ”//PAD//punct//77 .//MID//punct//7
Vissa EG-relaterade frågor ;Hade//VB|PRT|AKT//aux//154 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//154 varit//VB|SUP|AKT//cop//154 fallet//NN|NEU|SIN|DEF|NOM//nsubj//160 i//PP//case//156 Frankrike//PM|NOM//nmod//154 kanske//AB//advmod//160 utgången//NN|UTR|SIN|DEF|NOM//nsubj//160 hade//VB|PRT|AKT//aux//160 blivit//VB|SUP|AKT//parataxis//7 en//DT|UTR|SIN|IND//det//162 annan//JJ|POS|UTR|SIN|IND|NOM//xcomp//160 .//MAD//punct//7
