6 Beskattningsregler och skattekontroll ;Innehållet//NN|NEU|SIN|DEF|NOM//nsubj//4 i//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 kapitel//NN|NEU|SIN|IND|NOM//nmod//0 bygger//VB|PRS|AKT//ROOT//4 i//PP//case//7 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 delar//NN|UTR|PLU|IND|NOM//obl//4 på//PP//case//10 Riksskatteverkets//PM|GEN//nmod:poss//10 Handledning//NN|UTR|SIN|IND|NOM//nmod//7 för//PP//case//12 punktskatter//NN|UTR|PLU|IND|NOM//nmod//10 1997//RG|NOM//nummod//12 .//MAD//punct//4
10 Tillverkning av sprit och alkoholdrycker;Vad//HP|NEU|SIN|IND//obj//48 gäller//VB|PRS|AKT//parataxis//23 Alkoholinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//50 möjlighet//NN|UTR|SIN|IND|NOM//obj//48 att//IE//mark//52 medge//VB|INF|AKT//acl//50 undantag//NN|NEU|SIN|IND|NOM//obj//52 från//PP//case//55 kravet//NN|NEU|SIN|DEF|NOM//obl//52 på//PP//case//57 tillstånd//NN|NEU|SIN|IND|NOM//nmod//55 ,//MID//punct//63 bör//VB|PRS|AKT//aux//63 enligt//PP//case//61 utredningen//NN|UTR|SIN|DEF|NOM//obl//63 denna//PN|UTR|SIN|DEF|SUB/OBJ//nsubj:pass//63 ersättas//VB|PRS|SFO//conj//23 av//PP//case//66 en//DT|UTR|SIN|IND//det//66 möjlighet//NN|UTR|SIN|IND|NOM//obl:agent//63 för//PP//case//68 regeringen//NN|UTR|SIN|DEF|NOM//nmod//66 att//IE//mark//77 i//PP//case//74 fråga//NN|UTR|SIN|IND|NOM//fixed//70 om//PP//fixed//70 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 slag//NN|NEU|PLU|IND|NOM//obl//77 av//PP//case//76 verksamhet//NN|UTR|SIN|IND|NOM//nmod//74 föreskriva//VB|INF|AKT//acl//66 generellt//JJ|POS|NEU|SIN|IND|NOM//amod//79 undantag//NN|NEU|SIN|IND|NOM//obj//77 från//PP//case//81 bestämmelsen//NN|UTR|SIN|DEF|NOM//nmod//79 om//PP//case//83 krav//NN|NEU|PLU|IND|NOM//obl//77 på//PP//case//85 rätt//NN|UTR|SIN|IND|NOM//nmod//83 att//IE//mark//87 tillverka//VB|INF|AKT//acl//85 sprit//NN|UTR|SIN|IND|NOM//obj//87 eller//KN//cc//90 spritdrycker//NN|UTR|PLU|IND|NOM//conj//88 för//PP//case//93 innehav//NN|NEU|SIN|IND|NOM//amod//93 m.m.//AB|AN//nmod//90 av//PP//case//95 destillationsapparat//NN|UTR|SIN|IND|NOM//nmod//93 .//MID//punct//23
10 Tillverkning av sprit och alkoholdrycker;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//101 är//VB|PRS|AKT//cop//101 alltså//AB//advmod//101 inte//AB//advmod//101 fråga//NN|UTR|SIN|IND|NOM//parataxis//23 om//PP//case//103 beslut//NN|NEU|PLU|IND|NOM//obl//101 i//PP//case//106 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//106 fall//NN|NEU|PLU|IND|NOM//obl//101 utan//KN//cc//110 om//PP//case//110 en//DT|UTR|SIN|IND//det//110 möjlighet//NN|UTR|SIN|IND|NOM//conj//101 att//IE//mark//115 i//PP//case//113 förordning//NN|UTR|SIN|IND|NOM//obl//115 kunna//VB|INF|AKT//aux//115 göra//VB|INF|AKT//acl//110 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//118 undantag//NN|NEU|PLU|IND|NOM//obj//115 från//PP//case//120 huvudregeln//NN|UTR|SIN|DEF|NOM//obl//115 i//PP//case//122 alkohollagen//NN|UTR|SIN|DEF|NOM//nmod//120 .//MAD//punct//101
10 Tillverkning av sprit och alkoholdrycker;Härvid//AB//advmod//127 bör//VB|PRS|AKT//aux//127 lämpligen//AB//advmod//127 kunna//VB|INF|AKT//conj//101 utgås//VB|INF|SFO//obj//127 från//PP//case//130 vad//HP|NEU|SIN|IND//dislocated//132 som//HP|-|-|-//nsubj//132 angetts//VB|SUP|SFO//acl:relcl//128 i//PP//case//138 Alkoholinspektionens//NN|UTR|SIN|DEF|GEN//nmod:poss//138 nyss//AB//advmod//136 redovisade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//138 generella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//138 beslut//NN|NEU|PLU|IND|NOM//obl//132 .//MAD//punct//101
10 Tillverkning av sprit och alkoholdrycker;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//12 i//PP//case//3 SOU//PM|NOM//nmod//1 2000:59//RG|NOM//punct//1 om//PP//case//6 ändring//NN|UTR|SIN|IND|NOM//nmod//1 av//PP//case//8 definitionen//NN|UTR|SIN|DEF|NOM//nmod//6 av//PP//case//10 sprit//NN|UTR|SIN|IND|NOM//nmod//8 ,//MID//punct//1 berörs//VB|PRS|SFO//ROOT//12 i//PP//case//15 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 kapitel//NN|NEU|SIN|IND|NOM//obl//12 (//PAD//punct//15 avsnitt//NN|NEU|SIN|IND|NOM//nmod//18 11.1//RG|NOM//appos//15 )//PAD//punct//12 .//MAD//punct//12

11 Handel med sprit för tekniska m.fl. ändamål;Förslag//NN|NEU|PLU|IND|NOM//ROOT//0 ://MID//punct//0
11 Handel med sprit för tekniska m.fl. ändamål;Begreppen//NN|NEU|PLU|DEF|NOM//nsubj:pass//13 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//4 sprit//NN|UTR|SIN|IND|NOM//conj//2 och//KN//cc//7 alkoholhaltigt//JJ|POS|NEU|SIN|IND|NOM//amod//7 preparat//NN|NEU|SIN|IND|NOM//conj//4 (//PAD//punct//7 de//DT|UTR/NEU|PLU|DEF//det//11 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 alkoholprodukterna//NN|UTR|PLU|DEF|NOM//appos//7 )//PAD//punct//7 frikopplas//VB|PRS|SFO//parataxis//0 från//PP//case//15 tullbestämmelserna//NN|UTR|PLU|DEF|NOM//obl//13 och//KN//cc//17 definieras//VB|PRS|SFO//conj//13 självständigt//AB|POS//advmod//17 ,//MID//punct//23 utifrån//PP//case//23 ett//DT|NEU|SIN|IND//det//23 alkoholpolitiskt//JJ|POS|NEU|SIN|IND|NOM//amod//23 perspektiv//NN|NEU|SIN|IND|NOM//obl//17 .//MAD//punct//13
11 Handel med sprit för tekniska m.fl. ändamål;Lagstiftningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//31 om//PP//case//27 handel//NN|UTR|SIN|IND|NOM//nmod//25 med//PP//case//30 tekniska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 alkoholprodukter//NN|UTR|PLU|IND|NOM//nmod//27 arbetas//VB|PRS|SFO//parataxis//13 in//PL//advmod//31 i//PP//case//34 alkohollagen//NN|UTR|SIN|DEF|NOM//obl//31 .//MAD//punct//0
11 Handel med sprit för tekniska m.fl. ändamål;För//PP//case//3 s.k.//AB|AN//amod//3 fullständigt//AB|POS//advmod//3 denaturerad//PC|PRF|UTR|SIN|IND|NOM//obl//9 (//PAD//punct//3 skattebefriad//PC|PRF|UTR|SIN|IND|NOM//amod//8 )//PAD//punct//5 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//8 sprit//NN|UTR|SIN|IND|NOM//appos//3 gäller//VB|PRS|AKT//advcl//19 fri//JJ|POS|UTR|SIN|IND|NOM//amod//11 handel//NN|UTR|SIN|IND|NOM//obj//9 .//MAD//punct//9
11 Handel med sprit för tekniska m.fl. ändamål;För//PP//case//15 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 slag//NN|NEU|PLU|IND|NOM//obl//9 av//PP//case//18 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//18 sprit//NN|UTR|SIN|IND|NOM//nmod//15 införs//VB|PRS|SFO//ROOT//19 en//DT|UTR|SIN|IND//det//22 lagstadgad//PC|PRF|UTR|SIN|IND|NOM//amod//22 rätt//NN|UTR|SIN|IND|NOM//nsubj:pass//19 att//IE//mark//24 bedriva//VB|INF|AKT//acl//22 handel//NN|UTR|SIN|IND|NOM//obj//24 med//PP//case//28 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//28 sprit//NN|UTR|SIN|IND|NOM//obl//24 för//PP//case//30 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//28 som//HP|-|-|-//nsubj//33 är//VB|PRS|AKT//cop//33 godkänd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//30 som//KN//mark//35 upplagshavare//NN|UTR|SIN|IND|NOM//advcl//33 för//PP//case//38 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//38 sprit//NN|UTR|SIN|IND|NOM//obl//33 enligt//PP//case//40 lagen//NN|UTR|SIN|DEF|NOM//obl//33 om//PP//case//42 alkoholskatt//NN|UTR|SIN|IND|NOM//nmod//40 .//MAD//punct//19
11 Handel med sprit för tekniska m.fl. ändamål;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//54 som//HP|-|-|-//nsubj//46 har//VB|PRS|AKT//acl:relcl//44 rätt//NN|UTR|SIN|IND|NOM//obj//46 till//PP//case//49 handel//NN|UTR|SIN|IND|NOM//obl//46 med//PP//case//52 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//52 sprit//NN|UTR|SIN|IND|NOM//nmod//49 kan//VB|PRS|AKT//aux//54 köpa//VB|INF|AKT//parataxis//19 ,//MID//punct//56 föra//VB|INF|AKT//conj//54 in//PL//compound:prt//56 ,//MID//punct//59 sälja//VB|INF|AKT//conj//54 och//KN//cc//61 föra//VB|INF|AKT//conj//54 ut//PL//compound:prt//61 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//64 varor//NN|UTR|PLU|IND|NOM//obj//61 .//MAD//punct//54
11 Handel med sprit för tekniska m.fl. ändamål;Försäljning//NN|UTR|SIN|IND|NOM//nsubj//4 inom//PP//case//2 landet//NN|NEU|SIN|DEF|NOM//nmod//0 får//VB|PRS|AKT//aux//4 ske//VB|INF|AKT//ROOT//4 till//PP//compound:prt//4 ,//MID//punct//9 förutom//PP//advmod//9 till//PP//case//9 annan//JJ|POS|UTR|SIN|IND|NOM//obl//4 som//HP|-|-|-//nsubj//11 har//VB|PRS|AKT//acl:relcl//9 rätt//PL//obj//11 att//IE//mark//14 bedriva//VB|INF|AKT//acl//12 handel//NN|UTR|SIN|IND|NOM//obj//14 ,//MID//punct//18 till//PP//case//18 den//PN|UTR|SIN|DEF|SUB/OBJ//obl//11 som//HP|-|-|-//nsubj:pass//22 av//PP//case//21 beskattningsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//22 medgetts//VB|SUP|SFO//acl:relcl//18 rätt//NN|UTR|SIN|IND|NOM//advmod//22 att//IE//mark//25 köpa//VB|INF|AKT//acl//23 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//27 sprit//NN|UTR|SIN|IND|NOM//obj//25 .//MID//punct//4
11 Handel med sprit för tekniska m.fl. ändamål;Medgivande//NN|NEU|SIN|IND|NOM//nsubj:pass//31 kan//VB|PRS|AKT//aux//31 ges//VB|INF|SFO//parataxis//4 för//PP//case//34 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//34 användning//NN|UTR|SIN|IND|NOM//obl//31 som//HP|-|-|-//nsubj//36 medför//VB|PRS|AKT//acl:relcl//34 skattebefrielse//NN|UTR|SIN|IND|NOM//obj//36 enligt//PP//case//39 lagen//NN|UTR|SIN|DEF|NOM//obl//36 om//PP//case//41 alkoholskatt//NN|UTR|SIN|IND|NOM//nmod//39 (//PAD//punct//41 teknisk//JJ|POS|UTR|SIN|IND|NOM//appos//41 ,//MID//punct//45 industriell//JJ|POS|UTR|SIN|IND|NOM//conj//43 ,//MID//punct//47 vetenskaplig//JJ|POS|UTR|SIN|IND|NOM//conj//43 ,//MID//punct//49 m.m.//AB|AN//conj//43 )//PAD//punct//43 .//MAD//punct//41
11 Handel med sprit för tekniska m.fl. ändamål;Försäljning//NN|UTR|SIN|IND|NOM//nsubj//57 i//PP//case//55 begränsad//PC|PRF|UTR|SIN|IND|NOM//amod//55 kvantitet//NN|UTR|SIN|IND|NOM//nmod//52 får//VB|PRS|AKT//aux//57 ske//VB|INF|AKT//conj//4 utan//PP//case//59 medgivande//NN|NEU|SIN|IND|NOM//obl//57 till//PP//case//62 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//62 näringsidkare//NN|UTR|PLU|IND|NOM//obl//57 och//KN//cc//64 skolor//NN|UTR|PLU|IND|NOM//conj//62 .//MAD//punct//57
11 Handel med sprit för tekniska m.fl. ändamål;Den//PN|UTR|SIN|DEF|SUB/OBJ//nsubj//75 som//HP|-|-|-//nsubj:pass//70 av//PP//case//69 beskattningsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//70 medgetts//VB|SUP|SFO//acl:relcl//66 köpa//VB|INF|AKT//xcomp//70 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//73 sprit//NN|UTR|SIN|IND|NOM//obj//71 kan//VB|PRS|AKT//aux//75 köpa//VB|INF|AKT//parataxis//57 denna//PN|UTR|SIN|DEF|SUB/OBJ//obj//75 inom//PP//case//78 landet//NN|NEU|SIN|DEF|NOM//obl//75 eller//KN//cc//80 föra//VB|INF|AKT//conj//75 in//PL//compound:prt//80 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//80 från//PP//case//85 annat//JJ|POS|NEU|SIN|IND|NOM//amod//85 land//NN|NEU|SIN|IND|NOM//obl//80 .//MAD//punct//4
11 Handel med sprit för tekniska m.fl. ändamål;Som//HA//mark//1 nämnts//VB|SUP|SFO//advcl//5 i//PP//case//4 kapitel//NN|NEU|SIN|IND|NOM//nmod//4 9//RG|NOM//obl//1 har//VB|PRS|AKT//advcl//63 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//5 vid//PP//case//9 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//9 överväganden//NN|NEU|PLU|IND|NOM//obl//5 och//KN//cc//13 i//PP//case//13 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//13 förslag//NN|NEU|PLU|IND|NOM//conj//9 beträffande//PP//case//16 bl.a.//AB|AN//advmod//16 handel//NN|UTR|SIN|IND|NOM//nmod//13 med//PP//case//19 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//19 sprit//NN|UTR|SIN|IND|NOM//nmod//16 utgått//VB|SUP|AKT//xcomp//5 från//PP//case//23 en//DT|UTR|SIN|IND//det//23 organisation//NN|UTR|SIN|IND|NOM//obl//20 av//PP//case//26 det//DT|NEU|SIN|DEF//det//26 slag//NN|NEU|SIN|IND|NOM//nmod//23 som//HP|-|-|-//obl//30 regeringen//NN|UTR|SIN|DEF|NOM//nsubj//30 redan//AB//advmod//30 tagit//VB|SUP|AKT//acl:relcl//26 ställning//NN|UTR|SIN|IND|NOM//obj//30 för//PP//case//27 ,//MID//punct//23 dvs.//AB|AN//advmod//38 att//SN//fixed//34 den//DT|UTR|SIN|DEF//det//38 nya//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//38 folkhälsomyndigheten//NN|UTR|SIN|DEF|NOM//obl//20 –//RG|NOM//punct//38 nedan//AB//advmod//42 benämnd//PC|PRF|UTR|SIN|IND|NOM//nmod//42 Stabsmyndigheten//NN|UTR|SIN|DEF|NOM//appos//38 –//RG|NOM//punct//47 skall//VB|PRS|AKT//aux//47 vara//VB|INF|AKT//cop//47 central//JJ|POS|UTR|SIN|IND|NOM//amod//47 tillsynsmyndighet//NN|UTR|SIN|IND|NOM//conj//42 när//HA//mark//57 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//48 gäller//VB|PRS|AKT//fixed//48 tillämpningen//NN|UTR|SIN|DEF|NOM//obj//50 av//PP//case//53 alkohollagen//NN|UTR|SIN|DEF|NOM//nmod//51 .//MAD//punct//48
11 Handel med sprit för tekniska m.fl. ändamål;Förutom//PP//mark//57 att//IE//mark//57 ansvara//VB|INF|AKT//advcl//5 för//PP//case//60 övergripande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//60 tillsyn//NN|UTR|SIN|IND|NOM//obl//57 skall//VB|PRS|AKT//aux//63 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//63 svara//VB|INF|AKT//ROOT//63 för//PP//case//65 föreskriftsarbete//NN|NEU|SIN|IND|NOM//obl//63 och//KN//cc//67 meddelande//NN|NEU|SIN|IND|NOM//conj//65 av//PP//case//70 allmänna//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 råd//NN|NEU|PLU|IND|NOM//nmod//67 .//MAD//punct//63
11 Handel med sprit för tekniska m.fl. ändamål;Myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//74 centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//74 expertfunktion//NN|UTR|SIN|IND|NOM//nsubj//79 på//PP//case//77 dessa//DT|UTR/NEU|PLU|DEF//det//77 områden//NN|NEU|PLU|IND|NOM//nmod//74 skall//VB|PRS|AKT//aux//79 säkerställa//VB|INF|AKT//parataxis//63 att//SN//mark//84 tillämpningen//NN|UTR|SIN|DEF|NOM//nsubj//84 av//PP//case//83 lagen//NN|UTR|SIN|DEF|NOM//nmod//81 blir//VB|PRS|AKT//ccomp//79 så//AB//advmod//86 riktig//JJ|POS|UTR|SIN|IND|NOM//xcomp//84 och//KN//cc//88 enhetlig//JJ|POS|UTR|SIN|IND|NOM//conj//86 som//KN//mark//90 möjligt//JJ|POS|NEU|SIN|IND|NOM//acl//88 och//KN//cc//94 enligt//PP//case//94 lagstiftarens//NN|UTR|SIN|DEF|GEN//nmod:poss//94 intentioner//NN|UTR|PLU|IND|NOM//conj//90 .//MAD//punct//63
11 Handel med sprit för tekniska m.fl. ändamål;Stabsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj:pass//97 avses//VB|PRS|SFO//parataxis//63 inte//AB//advmod//97 få//VB|INF|AKT//xcomp//97 någon//DT|UTR|SIN|IND//det//101 möjlighet//NN|UTR|SIN|IND|NOM//obj//99 att//IE//mark//103 fatta//VB|INF|AKT//acl//101 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//105 förvaltningsbeslut//NN|NEU|PLU|IND|NOM//obj//103 .//MAD//punct//97
11 Handel med sprit för tekniska m.fl. ändamål;Innan//SN//mark//2 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//2 går//VB|PRS|AKT//advcl//11 in//PL//compound:prt//2 på//PP//case//7 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//7 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//7 överväganden//NN|NEU|PLU|IND|NOM//obl//2 och//KN//cc//9 förslag//NN|NEU|PLU|IND|NOM//conj//7 vad//HP|NEU|SIN|IND//nsubj//11 gäller//VB|PRS|AKT//ROOT//11 handeln//NN|UTR|SIN|DEF|NOM//obj//11 med//PP//case//16 den//DT|UTR|SIN|DEF//det//16 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//16 spriten//NN|UTR|SIN|DEF|NOM//nmod//12 ,//MID//punct//20 vill//VB|PRS|AKT//aux//20 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//20 ta//VB|INF|AKT//conj//11 upp//PL//compound:prt//20 frågan//NN|UTR|SIN|DEF|NOM//obj//20 om//PP//case//24 avgränsningen//NN|UTR|SIN|DEF|NOM//nmod//22 av//PP//case//27 vilka//HD|UTR/NEU|PLU|IND//det//27 varor//NN|UTR|PLU|IND|NOM//nmod//24 som//HP|-|-|-//nsubj//30 bör//VB|PRS|AKT//aux//30 falla//VB|INF|AKT//acl:relcl//27 under//PP//case//32 reglerna//NN|UTR|PLU|DEF|NOM//obl//30 om//PP//case//35 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//35 sprit//NN|UTR|SIN|IND|NOM//nmod//32 ,//MID//punct//20 dvs.//AB|AN//advmod//39 framför//PP//case//39 allt//PN|NEU|SIN|IND|SUB/OBJ//obl//20 hur//HA//advmod//45 begreppet//NN|NEU|SIN|DEF|NOM//nmod//43 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//43 sprit//NN|UTR|SIN|IND|NOM//nsubj:pass//45 skall//VB|PRS|AKT//aux//45 definieras//VB|INF|SFO//ccomp//20 .//MAD//punct//11
11 Handel med sprit för tekniska m.fl. ändamål;Härvid//AB//advmod//49 är//VB|PRS|AKT//cop//49 gränsdragningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//79 mot//PP//case//52 alkoholhaltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 preparat//NN|NEU|PLU|IND|NOM//nmod//49 av//PP//case//55 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//55 betydelse//NN|UTR|SIN|IND|NOM//nmod//52 .//MAD//punct//49
11 Handel med sprit för tekniska m.fl. ändamål;Även//AB//advmod//58 definitionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//62 av//PP//case//61 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//61 preparat//NN|NEU|PLU|IND|NOM//nmod//58 diskuteras//VB|PRS|SFO//parataxis//49 därför//AB//advmod//62 till//PP//case//66 stor//JJ|POS|UTR|SIN|IND|NOM//amod//66 del//NN|UTR|SIN|IND|NOM//obl//62 i//PP//case//69 detta//DT|NEU|SIN|DEF//det//69 kapitel//NN|NEU|SIN|IND|NOM//obl//62 .//MAD//punct//49
11 Handel med sprit för tekniska m.fl. ändamål;Utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//73 närmare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//73 förslag//NN|NEU|SIN|IND|NOM//nsubj:pass//79 beträffande//PP//case//75 handeln//NN|UTR|SIN|DEF|NOM//nmod//73 med//PP//case//78 alkoholhaltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 preparat//NN|NEU|PLU|IND|NOM//nmod//75 redovisas//VB|PRS|SFO//parataxis//11 i//PP//case//82 nästa//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//82 kapitel//NN|NEU|SIN|IND|NOM//obl//79 .//MAD//punct//79
11 Handel med sprit för tekniska m.fl. ändamål;11.1//RG|NOM//nummod//85 Definitioner//NN|UTR|PLU|IND|NOM//appos//79
11 Handel med sprit för tekniska m.fl. ändamål;LFT//PM|NOM//ROOT//0
11 Handel med sprit för tekniska m.fl. ändamål;Som//KN//mark//1 redovisats//VB|SUP|SFO//advcl//6 i//PP//case//5 bl.a.//AB|AN//advmod//5 avsnitt//NN|NEU|SIN|IND|NOM//nmod//5 4.2//RG|NOM//obl//1 föreskrivs//VB|PRS|SFO//ROOT//6 i//PP//case//8 LFT//PM|NOM//obl//6 att//SN//mark//14 en//DT|UTR|SIN|IND//det//11 beteckning//NN|UTR|SIN|IND|NOM//nsubj//14 i//PP//case//13 lagen//NN|UTR|SIN|DEF|NOM//nmod//11 har//VB|PRS|AKT//dep//6 samma//DT|UTR/NEU|SIN/PLU|IND//det//16 betydelse//NN|UTR|SIN|IND|NOM//obj//14 som//KN//mark//19 i//PP//case//19 alkohollagen//NN|UTR|SIN|DEF|NOM//obl//14 (//PAD//punct//19 1//RG|NOM//nummod//22 §//NN|AN//nmod//25 tredje//RO|NOM//amod//24 stycket//NN|NEU|SIN|DEF|NOM//nmod//25 LFT//PM|NOM//appos//19 )//PAD//punct//6 .//MAD//punct//6
11 Handel med sprit för tekniska m.fl. ändamål;Med//PP//case//29 sprit//NN|UTR|SIN|IND|NOM//obl//6 förstås//VB|PRS|SFO//advmod//29 enligt//PP//case//32 alkohollagen//NN|UTR|SIN|DEF|NOM//obl//29 en//DT|UTR|SIN|IND//det//34 vätska//NN|UTR|SIN|IND|NOM//obj//29 som//HP|-|-|-//nsubj//36 innehåller//VB|PRS|AKT//acl:relcl//34 alkohol//NN|UTR|SIN|IND|NOM//obj//36 i//PP//case//40 en//DT|UTR|SIN|IND//det//40 koncentration//NN|UTR|SIN|IND|NOM//obl//36 av//PP//case//45 mer//AB|KOM//advmod//44 än//KN//fixed//42 2,25//RG|NOM//nummod//45 volymprocent//NN|UTR|PLU|IND|NOM//nmod//40 .//MAD//punct//29
11 Handel med sprit för tekniska m.fl. ändamål;Med//PP//case//48 alkohol//NN|UTR|SIN|IND|NOM//obl//49 avses//VB|PRS|SFO//parataxis//6 etylalkohol//NN|UTR|SIN|IND|NOM//nsubj:pass//49 (//PAD//punct//49 1//RG|NOM//nummod//53 kap.//NN|AN//appos//49 2//RG|NOM//nummod//55 §//NN|AN//dep//53 första//RO|NOM//amod//59 och//KN//cc//58 tredje//RO|NOM//conj//56 styckena//NN|NEU|PLU|DEF|NOM//nmod//60 alkohollagen//NN|UTR|SIN|DEF|NOM//conj//53 )//PAD//punct//49 .//MAD//punct//6
11 Handel med sprit för tekniska m.fl. ändamål;Enligt//PP//case//2 1//RG|NOM//nummod//2 §//NN|AN//nmod//5 första//RO|NOM//amod//4 stycket//NN|NEU|SIN|DEF|NOM//nmod//5 LFT//PM|NOM//nsubj//12 förstås//VB|PRS|SFO//punct//5 med//PP//case//9 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//9 sprit//NN|UTR|SIN|IND|NOM//nmod//5  //_SP////9 ”//PAD//punct//12 sprit//NN|UTR|SIN|IND|NOM//ROOT//12 som//HP|-|-|-//nsubj//15 är//VB|PRS|AKT//cop//15 avsedd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//12 att//IE//mark//17 användas//VB|INF|SFO//advcl//15 för//PP//case//19 tekniskt//JJ|POS|NEU|SIN|IND|NOM//advmod//17 ,//MID//punct//21 industriellt//JJ|POS|NEU|SIN|IND|NOM//advmod//19 ,//MID//punct//23 medicinskt//AB|POS//conj//19 ,//MID//punct//25 vetenskapligt//JJ|POS|NEU|SIN|IND|NOM//conj//19 eller//KN//cc//29 annat//JJ|POS|NEU|SIN|IND|NOM//amod//29 likartat//JJ|POS|NEU|SIN|IND|NOM//amod//29 ändamål//NN|NEU|SIN|IND|NOM//conj//19 och//KN//cc//33 som//HP|-|-|-//nsubj//33 är//VB|PRS|AKT//cop//33 hänförlig//JJ|POS|UTR|SIN|IND|NOM//conj//15 till//PP//case//36 tulltaxenummer//NN|NEU|SIN|IND|NOM//nmod//36 22.07//RG|NOM//obl//33 eller//KN//cc//38 22.08//RG|NOM//conj//36 B.//PM|NOM//obl//12 1//RG|NOM//nummod//39 eller//KN//cc//42 B.//PM|NOM//conj//39 2//RG|NOM//punct//12 tulltaxelagen//NN|UTR|SIN|DEF|NOM//obj//12 (//PAD//punct//44 1987:1068//RG|NOM//appos//44 )//PAD//punct//46 ”//PM|NOM//punct//44 .//MAD//punct//12
