6 Trädgårdsnäringens konkurrenssituation ;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//6 med//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 kapitel//NN|NEU|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 att//IE//mark//6 redovisa//VB|INF|AKT//ROOT//6 den//DT|UTR|SIN|DEF//det//9 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 trädgårdsnäringens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 struktur//NN|UTR|SIN|IND|NOM//obj//6 och//KN//cc//12 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//10 i//PP//case//17 förhållande//NN|NEU|SIN|IND|NOM//fixed//14 till//PP//fixed//14 Danmark//PM|NOM//obl//6 och//KN//cc//19 Nederländerna//PM|NOM//conj//17 .//MAD//punct//6
7.1 Bakgrund;Anledningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//46 till//PP//case//45 detta//PN|NEU|SIN|DEF|SUB/OBJ//nmod//43 uppges//VB|PRS|SFO//conj//41 bero//VB|INF|AKT//advmod//46 på//PP//mark//51 att//SN//mark//51 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//51 finns//VB|PRS|SFO//advcl//46 en//DT|UTR|SIN|IND//det//54 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//54 överkapacitet//NN|UTR|SIN|IND|NOM//nsubj//51 samt//KN//cc//58 en//DT|UTR|SIN|IND//det//58 stor//JJ|POS|UTR|SIN|IND|NOM//amod//58 konkurrens//NN|UTR|SIN|IND|NOM//conj//54 .//MAD//punct//41
7.1 Bakgrund;På//PP//case//62 varje//DT|UTR/NEU|SIN|IND//det//62 ort//NN|UTR|SIN|IND|NOM//obl//41 och//KN//cc//67 i//PP//case//66 varje//DT|UTR/NEU|SIN|IND//det//66 livsmedelsbutik//NN|UTR|SIN|IND|NOM//obl//67 konkurrerar//VB|PRS|AKT//conj//41 de//DT|UTR/NEU|PLU|DEF//det//70 rikstäckande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 bagerierna//NN|UTR|PLU|DEF|NOM//obj//67 dels//KN//advmod//73 med//PP//case//73 varandra//PN|UTR/NEU|PLU|DEF|OBJ//obl//67 och//KN//cc//77 dels//KN//advmod//77 med//PP//case//77 en//RG|UTR|SIN|IND|NOM//conj//73 eller//KN//cc//79 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//conj//77 lokala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//fixed//77 och//KN//cc//85 ///MID//cc//81 eller//KN//cc//84 regionala//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//82 bagerier//NN|NEU|PLU|IND|NOM//conj//77 .//MAD//punct//35
7.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//6 som//HP|-|-|-//nsubj//3 ytterligare//AB|KOM//advmod//3 pressar//VB|PRS|AKT//acl:relcl//0 lönsamheten//NN|UTR|SIN|DEF|NOM//obj//3 är//VB|PRS|AKT//cop//6 prissänkningarna//NN|UTR|PLU|DEF|NOM//nsubj//12 på//PP//case//8 bageriprodukter//NN|UTR|PLU|IND|NOM//nmod//6 .//MAD//punct//6
7.1 Bakgrund;Enligt//PP//case//11 branschen//NN|UTR|SIN|DEF|NOM//nmod//6 har//VB|PRS|AKT//ROOT//12 också//AB//advmod//12 antalet//NN|NEU|SIN|DEF|NOM//obj//12 mindre//AB|KOM//advmod//16 seriösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 småföretag//NN|NEU|PLU|IND|NOM//obj//12 ,//MID//punct//17 som//HP|-|-|-//nsubj//20 säljer//VB|PRS|AKT//acl:relcl//17 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//22 produkter//NN|UTR|PLU|IND|NOM//obj//20 till//PP//case//26 mycket//AB|POS//advmod//25 låga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 priser//NN|NEU|PLU|IND|NOM//obl//20 på//PP//case//28 tunnelbanor//NN|UTR|PLU|IND|NOM//nmod//26 och//KN//cc//30 torg//NN|NEU|PLU|IND|NOM//conj//28 ,//MID//punct//12 vuxit//VB|SUP|AKT//conj//12 kraftigt//AB|POS//advmod//32 .//MAD//punct//12
7.1 Bakgrund;Därtill//AB//advmod//38 kommer//VB|PRS|AKT//aux//38 att//SN//mark//38 bake-off-ugnar//NN|UTR|PLU|IND|NOM//parataxis//12 som//HP|-|-|-//nsubj//40 framställer//VB|PRS|AKT//acl:relcl//38 bröd//NN|NEU|SIN|IND|NOM//obj//40 finns//VB|PRS|SFO//conj//38 i//PP//case//44 livsmedelshandeln//NN|UTR|SIN|DEF|NOM//obl//42 ,//MID//punct//44 på//PP//case//47 bensinstationer//NN|UTR|PLU|IND|NOM//obl//42 och//KN//cc//52 även//AB//advmod//52 i//PP//case//52 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//52 butiker//NN|UTR|PLU|IND|NOM//conj//47 .//MAD//punct//38
7.1 Bakgrund;Försäljningen//NN|UTR|SIN|DEF|NOM//nsubj//57 av//PP//case//56 bake-off//NN|NEU|SIN|IND|NOM//nmod//54 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//38 med//PP//case//62 41//RG|NOM//nummod//60 %//NN|AN//nmod//61 år//NN|NEU|SIN|IND|NOM//nmod//62 1996//RG|NOM//obl//57 i//PP//case//64 förhållande//NN|NEU|SIN|IND|NOM//obl//57 till//PP//case//67 föregående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//67 år//NN|NEU|SIN|IND|NOM//obl//57 .//MAD//punct//57
7.1 Bakgrund;3YNPUNKTER//AB|AN//nummod//71 FR¥N//PM|NOM//amod//71 BRANSCHEN//PM|NOM//conj//57
7.1 Bakgrund;De//DT|UTR/NEU|PLU|DEF//det//2 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 bagerierna//NN|UTR|PLU|DEF|NOM//nsubj//3 känner//VB|PRS|AKT//ROOT//3 väl//AB//advmod//3 den//DT|UTR|SIN|DEF//det//7 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//7 marknaden//NN|UTR|SIN|DEF|NOM//obj//3 och//KN//cc//10 de//DT|UTR/NEU|PLU|DEF//det//10 preferenser//NN|UTR|PLU|IND|NOM//conj//7 som//HP|-|-|-//obj//13 konsumenterna//NN|UTR|PLU|DEF|NOM//nsubj//13 har//VB|PRS|AKT//acl:relcl//10 i//PP//case//15 Sverige//PM|NOM//obl//13 .//MAD//punct//3
7.1 Bakgrund;Denna//DT|UTR|SIN|DEF//det//18 marknadskännedom//NN|UTR|SIN|IND|NOM//nsubj//19 ger//VB|PRS|AKT//parataxis//3 givetvis//AB//advmod//19 fördelar//NN|UTR|PLU|IND|NOM//obj//19 i//PP//case//26 förhållande//NN|NEU|SIN|IND|NOM//fixed//22 till//PP//fixed//22 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 konkurrenter//NN|UTR|PLU|IND|NOM//obl//19 .//MAD//punct//19
7.1 Bakgrund;För//PP//case//30 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//30 volymprodukter//NN|UTR|PLU|IND|NOM//obl//39 ,//MID//punct//30 såsom//KN//mark//34 vitt//JJ|POS|NEU|SIN|IND|NOM//advmod//34 formbröd//NN|NEU|SIN|IND|NOM//acl//30 ,//MID//punct//30 är//VB|PRS|AKT//cop//39 situationen//NN|UTR|SIN|DEF|NOM//nsubj//39 delvis//AB//advmod//39 annorlunda//AB//advmod//19 eftersom//SN//mark//43 detta//DT|NEU|SIN|DEF//det//42 bröd//NN|NEU|SIN|IND|NOM//nsubj//43 har//VB|PRS|AKT//advcl//19 en//DT|UTR|SIN|IND//det//46 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//46 smak//NN|UTR|SIN|IND|NOM//obj//43 och//KN//cc//49 samma//DT|UTR/NEU|SIN/PLU|IND//det//49 utseende//NN|NEU|SIN|IND|NOM//conj//46 överallt//AB//advmod//43 .//MAD//punct//19
7.1 Bakgrund;Konkurrensen//NN|UTR|SIN|DEF|NOM//nsubj//57 från//PP//case//54 utlandet//NN|NEU|SIN|DEF|NOM//nmod//52 är//VB|PRS|AKT//cop//57 dock//AB//advmod//57 begränsad//PC|PRF|UTR|SIN|IND|NOM//parataxis//19 till//PP//case//61 de//DT|UTR/NEU|PLU|DEF//det//61 sydligaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//61 delarna//NN|UTR|PLU|DEF|NOM//obl//57 av//PP//case//63 landet//NN|NEU|SIN|DEF|NOM//nmod//61 .//MAD//punct//3
7.1 Bakgrund;Långa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//66 distributionsvägar//NN|UTR|PLU|IND|NOM//nsubj//72 med//PP//case//70 åtföljande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//70 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 distributionskostnader//NN|UTR|PLU|IND|NOM//nmod//66 torde//VB|PRT|AKT//aux//72 försvåra//VB|INF|AKT//parataxis//3 importen//NN|UTR|SIN|DEF|NOM//obj//72 av//PP//case//76 alla//DT|UTR/NEU|PLU|IND/DEF//det//76 bageriprodukter//NN|UTR|PLU|IND|NOM//nmod//73 med//PP//case//79 kort//JJ|POS|UTR|SIN|IND|NOM//amod//79 hållbarhetstid//NN|UTR|SIN|IND|NOM//nmod//76 .//MAD//punct//3
7.1 Bakgrund;Från//PP//case//1 bageribranschen//NN|UTR|SIN|DEF|NOM//obl//2 framhålls//VB|PRS|SFO//ROOT//2 vidare//AB|KOM//advmod//2 att//SN//mark//7 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//7 är//VB|PRS|AKT//cop//7 viktigt//JJ|POS|NEU|SIN|IND|NOM//ccomp//2 att//IE//mark//9 fortsätta//VB|INF|AKT//csubj//7 exportansträngningarna//NN|UTR|PLU|DEF|NOM//obj//9 på//PP//case//14 bl.a.//AB|AN//advmod//14 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 livsmedelsmässor//NN|UTR|PLU|IND|NOM//obl//9 .//MAD//punct//2
7.1 Bakgrund;Exportrådet//NN|NEU|SIN|DEF|NOM//nsubj//21 och//KN//cc//18 Food//PM|NOM//conj//16 From//PM|NOM//conj//16 Sweden//PM|NOM//conj//16 betyder//VB|PRS|AKT//parataxis//2 mycket//AB|POS//advmod//21 för//PP//case//25 de//DT|UTR/NEU|PLU|DEF//det//25 företag//NN|NEU|PLU|IND|NOM//obl//21 som//HP|-|-|-//nsubj//27 deltar//VB|PRS|AKT//acl:relcl//25 i//PP//case//29 utställningar//NN|UTR|PLU|IND|NOM//obl//27 utomlands//AB//advmod//27 .//MAD//punct//21
7.1 Bakgrund;Flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//33 konkurrentländer//NN|NEU|PLU|IND|NOM//nsubj//34 har//VB|PRS|AKT//parataxis//21 exportfrämjande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//36 organ//NN|NEU|PLU|IND|NOM//obj//34 med//PP//case//39 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//39 resurser//NN|UTR|PLU|IND|NOM//obl//34 .//MAD//punct//21
7.1 Bakgrund;Sverige//PM|NOM//nsubj//45 måste//VB|PRS|AKT//aux//45 enligt//PP//case//44 branschen//NN|UTR|SIN|DEF|NOM//obl//45 stödja//VB|INF|AKT//parataxis//21 den//DT|UTR|SIN|DEF//det//48 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 livsmedelsexporten//NN|UTR|SIN|DEF|NOM//obj//45 på//PP//case//51 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 sätt//NN|NEU|SIN|IND|NOM//obl//45 .//MAD//punct//21
7.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//2 är//VB|PRS|AKT//cop//2 svårt//JJ|POS|NEU|SIN|IND|NOM//ROOT//2 för//PP//case//5 exporterande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//5 bagerier//NN|NEU|PLU|IND|NOM//obl//2 att//IE//mark//7 hålla//VB|INF|AKT//acl//5 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//7 uppdaterade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//xcomp//7 vad//HP|NEU|SIN|IND//nsubj//11 gäller//VB|PRS|AKT//advcl//2 nationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 regler//NN|UTR|PLU|IND|NOM//obj//11 för//PP//case//15 produktmärkning//NN|UTR|SIN|IND|NOM//nmod//13 .//MID//punct//2
7.1 Bakgrund;Dessa//DT|UTR/NEU|PLU|DEF//det//18 regler//NN|UTR|PLU|IND|NOM//nsubj:pass//19 förändras//VB|PRS|SFO//parataxis//2 ständigt//AB|POS//advmod//19 som//KN//mark//22 exempelvis//AB//advcl//19 nyligen//AB//advmod//19 i//PP//case//25 Bahrain//PM|NOM//obl//19 där//HA//advmod//29 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//29 plötsligt//AB|POS//advmod//29 blev//VB|PRT|AKT//acl:relcl//25 krav//NN|NEU|SIN|IND|NOM//xcomp//29 på//PP//mark//37 att//SN//mark//37 texten//NN|UTR|SIN|DEF|NOM//nsubj:pass//37 på//PP//case//35 arabiska//NN|UTR|SIN|IND|NOM//nmod//33 måste//VB|PRS|AKT//aux//37 skrivas//VB|INF|SFO//acl//30 med//PP//case//40 samma//DT|UTR/NEU|SIN/PLU|IND//det//40 storlek//NN|UTR|SIN|IND|NOM//obl//37 som//KN//case//43 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//43 text//NN|UTR|SIN|IND|NOM//nmod//40 på//PP//case//46 europeiskt//JJ|POS|NEU|SIN|IND|NOM//amod//46 språk//NN|NEU|SIN|IND|NOM//nmod//43 .//MAD//punct//19
7.1 Bakgrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 medförde//VB|PRT|AKT//parataxis//19 att//SN//mark//53 emballaget//NN|NEU|SIN|DEF|NOM//nsubj:pass//53 måste//VB|PRS|AKT//aux//53 tryckas//VB|INF|SFO//ccomp//49 om//SN//compound:prt//53 –//RG|NOM//punct//59 annars//AB//advmod//59 hade//VB|PRT|AKT//aux//59 importförbud//NN|NEU|SIN|IND|NOM//nsubj:pass//59 införts//VB|SUP|SFO//conj//53 .//MAD//punct//19
7.1 Bakgrund;Norge//PM|NOM//nsubj//65 är//VB|PRS|AKT//cop//65 en//DT|UTR|SIN|IND//det//65 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//65 exportmarknad//NN|UTR|SIN|IND|NOM//parataxis//19 .//MAD//punct//19
7.1 Bakgrund;Branschen//NN|UTR|SIN|DEF|NOM//nsubj//68 anser//VB|PRS|AKT//conj//19 att//SN//mark//72 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//72 ibland//AB//advmod//72 föreligger//VB|PRS|AKT//ccomp//68 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//74 särregler//NN|UTR|PLU|IND|NOM//nsubj//72 som//HP|-|-|-//nsubj//76 komplicerar//VB|PRS|AKT//acl:relcl//74 och//KN//cc//89 att//SN//mark//89 en//DT|UTR|SIN|IND//det//80 medverkan//NN|UTR|SIN|IND|NOM//nsubj//89 mellan//PP//case//83 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//83 myndigheter//NN|UTR|PLU|IND|NOM//nmod//80 på//PP//case//86 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//86 nivåer//NN|UTR|PLU|IND|NOM//nmod//83 skulle//VB|PRT|AKT//aux//89 kunna//VB|INF|AKT//aux//89 underlätta//VB|INF|AKT//conj//76 handelsförbindelserna//NN|UTR|PLU|DEF|NOM//obj//89 med//PP//case//92 Norge//PM|NOM//obl//89 .//MAD//punct//19
7.1 Bakgrund;7.2.4//RG|NOM//nmod//95 Glassindustrin//NN|UTR|SIN|DEF|NOM//nsubj//96 7.2.4.1//RG|NOM//parataxis//19 Branschförhållanden//NN|UTR|SIN|DEF|NOM//obj//96
7.1 Bakgrund;Glassindustrin//NN|UTR|SIN|DEF|NOM//nsubj//5 i//PP//case//2 Sverige//PM|NOM//nmod//0 var//VB|PRT|AKT//cop//5 internationellt//AB|POS//advmod//5 konkurrensutsatt//PC|PRF|UTR|SIN|IND|NOM//ROOT//5 redan//AB//advmod//8 före//PP//case//8 EU-inträdet//NN|NEU|SIN|DEF|NOM//obl//5 .//MAD//punct//5
7.1 Bakgrund;På//PP//case//3 den//DT|UTR|SIN|DEF//det//3 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//3 glassmarknaden//NN|UTR|SIN|DEF|NOM//obl//4 verkar//VB|PRS|AKT//ROOT//4 omkring//AB//advmod//6 tio//RG|NOM//nummod//7 företag//NN|NEU|PLU|IND|NOM//nsubj//4 varav//HA//acl//7 GB//PM|NOM//nmod//10 Glace//PM|NOM//appos//7 –//PAD//punct//7 ägt//VB|SUP|AKT//acl//7 av//PP//case//14 Unilever//PM|NOM//obl:agent//12 –//RG|NOM//punct//17 är//VB|PRS|AKT//cop//17 störst//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//conj//4 med//PP//case//20 en//DT|UTR|SIN|IND//det//20 marknadsandel//NN|UTR|SIN|IND|NOM//obl//17 på//PP//case//24 drygt//AB|POS//advmod//23 50//RG|NOM//nummod//24 %//NN|AN//nmod//20 .//MID//punct//17
7.1 Bakgrund;Det//DT|NEU|SIN|DEF//det//29 näst//AB//amod//29 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//29 företaget//NN|NEU|SIN|DEF|NOM//nsubj//31 är//VB|PRS|AKT//cop//31 familjeägda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//32 Triumf-Glass//PM|NOM//appos//17 som//HP|-|-|-//nsubj//34 har//VB|PRS|AKT//acl:relcl//32 en//DT|UTR|SIN|IND//det//36 marknadsandel//NN|UTR|SIN|IND|NOM//obj//34 på//PP//case//40 ca//AB|AN//advmod//39 12//RG|NOM//nummod//40 %//NN|AN//obl//34 .//MID//punct//17
7.1 Bakgrund;Det//DT|NEU|SIN|DEF//expl//44 numera//AB//advmod//44 finskägda//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//46 Carlshamns//PM|GEN//nmod//46 Mejeri//NN|NEU|SIN|IND|NOM//nsubj//51 är//VB|PRS|AKT//cop//51 det//DT|NEU|SIN|DEF//det//51 tredje//RO|NOM//amod//51 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//51 glassföretaget//NN|NEU|SIN|DEF|NOM//nsubj//64 med//PP//case//54 en//DT|UTR|SIN|IND//det//54 marknadsandel//NN|UTR|SIN|IND|NOM//nmod//51 på//PP//case//58 ca//AB|AN//advmod//57 11//RG|NOM//nummod//58 %//NN|AN//nmod//54 .//MAD//punct//51
7.1 Bakgrund;Jämfört//PC|PRF|NEU|SIN|IND|NOM//advmod//63 med//PP//case//63 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 EU-länder//NN|UTR|PLU|IND|NOM//nmod//51 ligger//VB|PRS|AKT//parataxis//17 den//DT|UTR|SIN|DEF//det//67 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//67 glasskonsumtionen//NN|UTR|SIN|DEF|NOM//nsubj//64 högst//AB|SUV//advmod//64 med//PP//case//71 en//DT|UTR|SIN|IND//det//71 konsumtion//NN|UTR|SIN|IND|NOM//obl//64 per//PP//case//73 capita//NN|UTR|SIN|IND|NOM//nmod//71 om//PP//case//77 ca//AB|AN//advmod//76 14//RG|NOM//nummod//77 liter//NN|UTR|PLU|IND|NOM//nmod//71 ///MID//case//79 år//NN|NEU|SIN|IND|NOM//nmod//77 .//MAD//punct//4
7.1 Bakgrund;Inom//PP//case//1 EU//PM|NOM//obl//2 dominerar//VB|PRS|AKT//ROOT//2 ett//DT|NEU|SIN|IND//det//5 litet//JJ|POS|NEU|SIN|IND|NOM//amod//5 antal//NN|NEU|SIN|IND|NOM//nmod//6 företag//NN|NEU|PLU|IND|NOM//nsubj//2 glassmarknaden//NN|UTR|SIN|DEF|NOM//nsubj//2 –//RG|NOM//punct//9 Unilever//PM|NOM//conj//7 ,//MID//punct//11 Nestlé//PM|NOM//conj//7 ,//MID//punct//13 Sme//PM|NOM//conj//7 ///MID//cc//15 Motta//PM|NOM//conj//7 ,//MID//punct//7 Schöller//PM|NOM//conj//7 och//KN//cc//19 Oritz//PM|NOM//conj//7 Mico//PM|NOM//flat//19 .//MAD//punct//2
7.1 Bakgrund;Dessa//DT|UTR/NEU|PLU|DEF//det//24 fem//RG|NOM//nummod//24 företag//NN|NEU|PLU|IND|NOM//nsubj//25 har//VB|PRS|AKT//parataxis//2 tillsammans//AB//advmod//25 drygt//AB|POS//advmod//28 hälften//NN|UTR|SIN|DEF|NOM//obj//25 av//PP//case//30 EU//PM|NOM//nmod//28 ://MID//punct//25 s//NN|NEU|SIN|IND|GEN//case//33 glassmarknad//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
7.1 Bakgrund;I//PP//case//1 Italien//PM|NOM//obl//6 ,//MID//punct//3 Grekland//PM|NOM//conj//1 och//KN//cc//5 Portugal//PM|NOM//conj//1 har//VB|PRS|AKT//ROOT//6 den//DT|UTR|SIN|DEF//det//10 mer//AB|KOM//advmod//9 hantverksbetonade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 delen//NN|UTR|SIN|DEF|NOM//obj//6 av//PP//case//14 denna//DT|UTR|SIN|DEF//det//13 sektors//NN|UTR|SIN|IND|GEN//nmod:poss//14 tillverkning//NN|UTR|SIN|IND|NOM//nmod//10 stor//JJ|POS|UTR|SIN|IND|NOM//amod//16 betydelse//NN|UTR|SIN|IND|NOM//obj//6 .//MAD//punct//6
7.1 Bakgrund;Den//DT|UTR|SIN|DEF//det//2 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//2 glassindustrin//NN|UTR|SIN|DEF|NOM//nsubj//3 har//VB|PRS|AKT//aux//11 p.g.a.//AB|AN//advmod//3 frihandelsavtalet//NN|NEU|SIN|DEF|NOM//obj//3 med//PP//case//8 EG//PM|NOM//nummod//8 år//NN|NEU|SIN|IND|NOM//nmod//5 1973//RG|NOM//nummod//8 framgångsrikt//AB|POS//advmod//11 exporterat//VB|SUP|AKT//ROOT//11 glassprodukter//NN|UTR|PLU|IND|NOM//obj//11 till//PP//case//14 EU-länder//NN|UTR|PLU|IND|NOM//nmod//12 ,//MID//punct//17 till//PP//case//17 Polen//PM|NOM//obl//11 och//KN//cc//19 Baltikum//PM|NOM//conj//17 .//MAD//punct//11
7.1 Bakgrund;Glassexporten//NN|UTR|SIN|DEF|NOM//nsubj//24 år//NN|NEU|SIN|IND|NOM//nmod//23 1996//RG|NOM//nummod//21 uppgick//VB|PRT|AKT//parataxis//11 till//PP//case//28 196//RG|NOM//nummod//27 miljoner//NN|UTR|PLU|IND|NOM//nmod//28 kronor//NN|UTR|PLU|IND|NOM//obl//24 .//MAD//punct//24
7.1 Bakgrund;Importen//NN|UTR|SIN|DEF|NOM//nsubj//39 av//PP//case//32 glass//NN|UTR|SIN|IND|NOM//nmod//30 samma//DT|UTR/NEU|SIN/PLU|IND//amod//34 år//NN|NEU|SIN|IND|NOM//nmod//30 var//VB|PRT|AKT//cop//39 ungefär//AB//advmod//37 hälften//NN|UTR|SIN|DEF|NOM//advmod//39 så//AB//advmod//39 stor//JJ|POS|UTR|SIN|IND|NOM//conj//24 –//NN|UTR|SIN|IND|NOM//punct//39 93//RG|NOM//nummod//42 miljoner//NN|UTR|PLU|IND|NOM//nmod//43 kronor//NN|UTR|PLU|IND|NOM//appos//39 .//MAD//punct//11
7.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 är//VB|PRS|AKT//cop//5 i//PP//advmod//5 dag//NN|UTR|SIN|IND|NOM//fixed//2 inte//AB//advmod//5 ovanligt//JJ|POS|NEU|SIN|IND|NOM//ROOT//5 att//SN//mark//8 glassproduktion//NN|UTR|SIN|IND|NOM//nsubj//8 utgör//VB|PRS|AKT//csubj//5 en//DT|UTR|SIN|IND//det//10 del//NN|UTR|SIN|IND|NOM//obj//8 av//PP//case//12 tillverkningen//NN|UTR|SIN|DEF|NOM//nmod//10 inom//PP//case//14 företag//NN|NEU|PLU|IND|NOM//obl//8 som//HP|-|-|-//nsubj//17 även//AB//advmod//17 har//VB|PRS|AKT//acl:relcl//14 choklad-//NN|UTR|-|-|SMS//obj//17 och//KN//cc//20 konfektyrproduktion//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//5
7.1 Bakgrund;7.2.4.2//RG|NOM//nmod//23 Synpunkter//NN|UTR|PLU|IND|NOM//appos//5 från//PP//case//25 branschen//NN|UTR|SIN|DEF|NOM//nmod//23
7.1 Bakgrund;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//3 exportmöjligheter//NN|UTR|PLU|IND|NOM//nsubj//1 i//PP//case//5 Östeuropa//PM|NOM//obl//1 .//MAD//punct//1
7.1 Bakgrund;Ett//DT|NEU|SIN|IND//det//8 problem//NN|NEU|SIN|IND|NOM//nsubj//1 i//PP//advmod//8 dag//NN|UTR|SIN|IND|NOM//fixed//9 är//VB|PRS|AKT//cop//8 att//SN//mark//14 exportkreditgarantierna//NN|UTR|PLU|DEF|NOM//nsubj//14 har//VB|PRS|AKT//csubj//8 alltför//AB//advmod//16 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 premiekostnader//NN|UTR|PLU|IND|NOM//obj//14 och//KN//cc//22 kan//VB|PRS|AKT//aux//22 därför//AB//advmod//22 inte//AB//advmod//22 utnyttjas//VB|INF|SFO//conj//1 på//PP//case//26 de//DT|UTR/NEU|PLU|DEF//det//26 östeuropeiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 marknaderna//NN|UTR|PLU|DEF|NOM//obl//22 för//PP//case//28 livsmedel//NN|NEU|SIN|IND|NOM//nmod//26 .//MAD//punct//1
7.1 Bakgrund;I//PP//case//31 Danmark//PM|NOM//obl//33 t.ex.//AB|AN//advmod//33 har//VB|PRS|AKT//parataxis//1 livsmedelsindustrin//NN|UTR|SIN|DEF|NOM//nsubj//33 helt//AB|POS//advmod//36 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//37 möjligheter//NN|UTR|PLU|IND|NOM//obj//33 att//IE//mark//39 få//VB|INF|AKT//acl//37 billiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 kreditgarantier//NN|UTR|PLU|IND|NOM//obj//39 för//PP//case//43 livsmedelsexport//NN|UTR|SIN|IND|NOM//obl//39 än//KN//mark//46 i//PP//case//46 Sverige//PM|NOM//obl//39 .//MAD//punct//33
