Till statsrådet Lars-Erik Lövdén ;Regeringen//NN|UTR|SIN|DEF|NOM//nsubj//1 beslutade//VB|PRT|AKT//ROOT//1 den//DT|UTR|SIN|DEF//det//4 11//RG|NOM//nummod//4 november//NN|UTR|SIN|IND|NOM//obj//1 1999//RG|NOM//nummod//4 att//IE//mark//7 tillkalla//VB|INF|AKT//acl//4 en//DT|UTR|SIN|IND//det//10 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//10 utredare//NN|UTR|SIN|IND|NOM//obj//7 med//PP//case//12 uppdrag//NN|NEU|SIN|IND|NOM//obl//7 att//IE//mark//14 föreslå//VB|INF|AKT//acl//4 permanenta//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 regler//NN|UTR|PLU|IND|NOM//obj//14 för//PP//case//19 kooperativ//NN|NEU|SIN|IND|NOM//amod//19 hyresrätt//NN|UTR|SIN|IND|NOM//obl//14 .//MAD//punct//1
4.1 Bakgrund;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//2 gäller//VB|PRS|AKT//ROOT//2 också//AB//advmod//2 för//PP//case//5 utträde//NN|NEU|SIN|IND|NOM//obl//2 ur//PP//case//8 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 föreningar//NN|UTR|PLU|IND|NOM//nmod//5 respektive//AB//cc//10 bostadsrättsföreningar//NN|UTR|PLU|IND|NOM//conj//8 .//MAD//punct//2
4.1 Bakgrund;Nämnas//VB|INF|SFO//parataxis//2 kan//VB|PRS|AKT//aux//18 att//SN//mark//18 i//PP//case//17 en//DT|UTR|SIN|IND//det//17 bostadsrättsförening//NN|UTR|SIN|IND|NOM//obl//18 anses//VB|PRS|SFO//advcl//2 normalt//AB|POS//advmod//18 den//PN|UTR|SIN|DEF|SUB/OBJ//obj//18 som//HP|-|-|-//nsubj//27 inte//AB//advmod//23 längre//AB|KOM//advmod//25 är//VB|PRS|AKT//cop//25 bostadsrättshavare//NN|UTR|PLU|IND|NOM//nsubj//27 ha//VB|INF|AKT//aux//27 utträtt//VB|SUP|AKT//acl:relcl//20 ur//PP//case//29 föreningen//NN|UTR|SIN|DEF|NOM//obl//27 ,//MID//punct//18 2//RG|NOM//nummod//32 kap.//NN|AN//nmod//33 11//RG|NOM//nummod//34 §//NN|AN//nmod//37 andra//RO|NOM//amod//36 stycket//NN|NEU|SIN|DEF|NOM//nmod//37 BRL//PM|NOM//appos//18 .//MAD//punct//2
4.1 Bakgrund;4.1.2//RG|NOM//nmod//40 Hyreslagen//NN|UTR|SIN|DEF|NOM//parataxis//2 och//KN//cc//42 BRL//PM|NOM//conj//40
4.1 Bakgrund;Hyreslagen//NN|UTR|SIN|DEF|NOM//ROOT//0
4.1 Bakgrund;Hyresgästens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 uppsägningsrätt//NN|UTR|SIN|IND|NOM//nsubj//7 och//KN//cc//3 rätt//NN|UTR|SIN|IND|NOM//conj//1 att//IE//mark//5 överlåta//VB|INF|AKT//acl//3 hyresrätten//NN|UTR|SIN|DEF|NOM//obj//5 hör//VB|PRS|AKT//ROOT//7 systematiskt//AB|POS//advmod//7 egentligen//AB//advmod//7 kanske//AB//advmod//7 mer//AB|KOM//advmod//7 hemma//AB//advmod//7 under//PP//case//14 rättigheter//NN|UTR|PLU|IND|NOM//obl//12 och//KN//cc//16 skyldigheter//NN|UTR|PLU|IND|NOM//conj//14 .//MAD//punct//7
4.1 Bakgrund;Enligt//PP//case//20 vår//PS|UTR|SIN|DEF//nmod:poss//20 mening//NN|UTR|SIN|IND|NOM//obl//25 är//VB|PRS|AKT//cop//25 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//25 emellertid//AB//advmod//25 inte//AB//advmod//25 möjligt//JJ|POS|NEU|SIN|IND|NOM//parataxis//7 att//IE//mark//27 behandla//VB|INF|AKT//csubj//25 uppsägnings-//NN|UTR|-|-|SMS//obj//27 och//KN//cc//30 överlåtelserätten//NN|UTR|SIN|DEF|NOM//conj//28 fristående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//27 från//PP//case//33 frågorna//NN|UTR|PLU|DEF|NOM//obl//31 om//PP//case//35 inträde//NN|NEU|SIN|IND|NOM//obl//27 i//PP//case//35 och//KN//cc//38 utträde//NN|NEU|SIN|IND|NOM//conj//35 ur//PP//case//40 föreningen//NN|UTR|SIN|DEF|NOM//nmod//38 .//MAD//punct//7
4.1 Bakgrund;Här//AB//advmod//43 ges//VB|PRS|SFO//parataxis//7 därför//AB//advmod//43 en//DT|UTR|SIN|IND//det//47 kort//JJ|POS|UTR|SIN|IND|NOM//amod//47 presentation//NN|UTR|SIN|IND|NOM//nsubj:pass//43 av//PP//mark//51 vad//HP|NEU|SIN|IND//dislocated//51 som//HP|-|-|-//nsubj//51 gäller//VB|PRS|AKT//acl//47 i//PP//case//54 dessa//DT|UTR/NEU|PLU|DEF//det//54 avseenden//NN|NEU|PLU|IND|NOM//obl//51 för//PP//case//56 hyresgästen//NN|UTR|SIN|DEF|NOM//nmod//54 samt//KN//cc//61 ,//MID//punct//61 i//PP//case//61 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//61 situationer//NN|UTR|PLU|IND|NOM//conj//56 ,//MID//punct//61 för//PP//case//64 bostadsrättshavaren//NN|UTR|SIN|DEF|NOM//obl//51 .//MAD//punct//7
4.1 Bakgrund;Hyresavtal//NN|NEU|SIN|IND|NOM//nsubj:pass//2 kan//VB|PRS|AKT//aux//2 ingås//VB|INF|SFO//ROOT//2 för//PP//case//7 obestämd//JJ|POS|UTR|SIN|IND|NOM//amod//7 eller//KN//cc//6 bestämd//PC|PRF|UTR|SIN|IND|NOM//conj//4 tid//NN|UTR|SIN|IND|NOM//obl//2 .//MAD//punct//2
4.1 Bakgrund;Om//SN//mark//14 ett//DT|NEU|SIN|IND//det//11 hyresförhållande//NN|NEU|SIN|IND|NOM//nsubj//14 inte//AB//advmod//14 har//VB|PRS|AKT//aux//14 varat//VB|SUP|AKT//advcl//2 mer//AB|KOM//advmod//17 än//KN//fixed//15 nio//RG|NOM//nummod//18 månader//NN|UTR|PLU|IND|NOM//obl//14 i//PP//case//20 följd//NN|UTR|SIN|IND|NOM//nmod//18 och//KN//cc//24 hyresavtalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 har//VB|PRS|AKT//aux//24 ingåtts//VB|SUP|SFO//conj//14 för//PP//case//27 bestämd//PC|PRF|UTR|SIN|IND|NOM//amod//27 tid//NN|UTR|SIN|IND|NOM//obl//24 ,//MID//punct//29 upphör//VB|PRS|AKT//conj//2 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//29 att//IE//mark//32 gälla//VB|INF|AKT//xcomp//29 vid//PP//case//35 hyrestidens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 utgång//NN|UTR|SIN|IND|NOM//obl//32 .//MAD//punct//29
4.1 Bakgrund;I//PP//case//40 alla//DT|UTR/NEU|PLU|IND/DEF//det//40 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//40 fall//NN|NEU|PLU|IND|NOM//obl//41 krävs//VB|PRS|SFO//parataxis//29 uppsägning//NN|UTR|SIN|IND|NOM//nsubj:pass//41 för//PP//mark//47 att//SN//mark//47 avtalet//NN|NEU|SIN|DEF|NOM//nsubj//47 skall//VB|PRS|AKT//aux//47 upphöra//VB|INF|AKT//advcl//41 att//IE//mark//49 gälla//VB|INF|AKT//xcomp//47 ,//MID//punct//49 3//RG|NOM//nummod//52 §//NN|AN//nmod//53 hyreslagen//NN|UTR|SIN|DEF|NOM//obl//49 .//MAD//punct//29
4.1 Bakgrund;Olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 uppsägningstider//NN|UTR|PLU|IND|NOM//nsubj//57 gäller//VB|PRS|AKT//parataxis//29 sedan//AB//advmod//57 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//63 på//PP//fixed//59 vilken//HD|UTR|SIN|IND//det//62 sorts//NN|UTR|SIN|IND|GEN//nmod:poss//63 avtal//NN|NEU|SIN|IND|NOM//obl//57 det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//65 gäller//VB|PRS|AKT//acl:relcl//63 och//KN//cc//67 vem//HP|UTR|SIN|IND//conj//63 som//HP|-|-|-//nsubj//69 säger//VB|PRS|AKT//acl:relcl//67 upp//PL//compound:prt//69 .//MAD//punct//29
4.1 Bakgrund;Här//AB//advmod//75 kan//VB|PRS|AKT//aux//75 bara//AB//advmod//75 nämnas//VB|INF|SFO//conj//2 att//SN//mark//84 en//DT|UTR|SIN|IND//det//78 hyresgäst//NN|UTR|SIN|IND|NOM//nsubj//84 som//HP|-|-|-//nsubj//80 hyr//VB|PRS|AKT//acl:relcl//78 en//DT|UTR|SIN|IND//det//82 bostadslägenhet//NN|UTR|SIN|IND|NOM//obj//80 aldrig//AB//advmod//84 har//VB|PRS|AKT//dep//75 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//86 uppsägningstid//NN|UTR|SIN|IND|NOM//obj//84 än//KN//case//89 tre//RG|NOM//nummod//89 månader//NN|UTR|PLU|IND|NOM//nmod//86 .//MAD//punct//2
4.1 Bakgrund;Hyresgästens//NN|UTR|SIN|DEF|GEN//nmod:poss//1 möjligheter//NN|UTR|PLU|IND|NOM//nsubj//6 att//IE//mark//3 överlåta//VB|INF|AKT//acl//1 hyresrätten//NN|UTR|SIN|DEF|NOM//obj//3 är//VB|PRS|AKT//cop//6 inskränkta//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//6 .//MAD//punct//6
4.1 Bakgrund;Huvudregeln//NN|UTR|SIN|DEF|NOM//parataxis//6 är//VB|PRS|AKT//cop//8 att//SN//mark//13 hyresvärdens//NN|UTR|SIN|DEF|GEN//nmod:poss//12 samtycke//NN|NEU|SIN|IND|NOM//nsubj:pass//13 krävs//VB|PRS|SFO//csubj//8 ,//MID//punct//13 32//RG|NOM//nummod//16 §//NN|AN//nmod//17 hyreslagen//NN|UTR|SIN|DEF|NOM//obl//13 .//MAD//punct//8
4.1 Bakgrund;Ett//DT|NEU|SIN|IND//det//20 antal//NN|NEU|SIN|IND|NOM//nmod//21 undantag//NN|NEU|PLU|IND|NOM//nsubj//22 finns//VB|PRS|SFO//conj//6 dock//AB//advmod//22 ,//MID//punct//22 33//RG|NOM//nummod//30 –//NN|AN//punct//25 37//RG|NOM//nummod//28 §//NN|AN//nmod//29 §//NN|AN//nmod//30 hyreslagen//NN|UTR|SIN|DEF|NOM//obl//22 .//MAD//punct//22
4.1 Bakgrund;Bl.a.//AB|AN//advmod//36 kan//VB|PRS|AKT//aux//36 hyresnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//35 tillstånd//NN|NEU|SIN|IND|NOM//nsubj//36 ersätta//VB|INF|AKT//parataxis//22 samtycket//NN|NEU|SIN|DEF|NOM//obj//36 ,//MID//punct//36 om//SN//mark//42 man//PN|UTR|SIN|IND|SUB//nsubj//42 vill//VB|PRS|AKT//aux//42 byta//VB|INF|AKT//advcl//36 en//DT|UTR|SIN|IND//det//44 bostadslägenhet//NN|UTR|SIN|IND|NOM//obj//42 mot//PP//case//48 en//DT|UTR|SIN|IND//det//48 annan//JJ|POS|UTR|SIN|IND|NOM//amod//48 bostad//NN|UTR|SIN|IND|NOM//obl//42 eller//KN//cc//51 vill//VB|PRS|AKT//aux//51 överlåta//VB|INF|AKT//conj//42 en//DT|UTR|SIN|IND//det//53 lokal//NN|UTR|SIN|IND|NOM//obj//51 för//PP//case//55 handel//NN|UTR|SIN|IND|NOM//nmod//53 eller//KN//cc//57 industri//NN|UTR|SIN|IND|NOM//conj//55 .//MAD//punct//22
4.1 Bakgrund;Beträffande//PP//amod//60 bostadslägenheter//NN|UTR|PLU|IND|NOM//nsubj//61 gäller//VB|PRS|AKT//conj//22 ett//DT|NEU|SIN|IND//det//63 förbud//NN|NEU|SIN|IND|NOM//obj//61 mot//PP//mark//66 att//IE//mark//66 ställa//VB|INF|AKT//advcl//61 upp//PL//compound:prt//66 villkor//NN|NEU|PLU|IND|NOM//obj//66 om//PP//case//71 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//71 ersättning//NN|UTR|SIN|IND|NOM//obl//66 för//PP//case//73 upplåtelse//NN|UTR|SIN|IND|NOM//nmod//71 eller//KN//cc//75 överlåtelse//NN|UTR|SIN|IND|NOM//conj//73 ,//MID//punct//66 65//RG|NOM//nummod//78 §//NN|AN//nmod//79 hyreslagen//NN|UTR|SIN|DEF|NOM//obj//66 .//MAD//punct//22
4.1 Bakgrund;Förbudet//NN|NEU|SIN|DEF|NOM//nsubj//84 är//VB|PRS|AKT//cop//84 straffrättsligt//AB|POS//advmod//84 sanktionerat//PC|PRF|NEU|SIN|IND|NOM//parataxis//22 .//MAD//punct//6
4.1 Bakgrund;BRL//PM|NOM//ROOT//0
4.1 Bakgrund;BRL//PM|NOM//nsubj//1 vilar//VB|PRS|AKT//ROOT//1 på//PP//case//6 en//DT|UTR|SIN|IND//det//6 helt//AB|POS//advmod//5 annan//JJ|POS|UTR|SIN|IND|NOM//amod//6 grundtanke//NN|UTR|SIN|IND|NOM//obl//1 .//MAD//punct//1
4.1 Bakgrund;Det//DT|NEU|SIN|DEF//det//9 normala//JJ|POS|UTR/NEU|SIN|DEF|NOM//conj//1 är//VB|PRS|AKT//cop//9 att//SN//mark//14 bostadsrättshavaren//NN|UTR|SIN|DEF|NOM//nsubj//14 själv//JJ|POS|UTR|SIN|IND|NOM//amod//12 avyttrar//VB|PRS|AKT//csubj//9 sin//PS|UTR|SIN|DEF//nmod:poss//16 bostadsrätt//NN|UTR|SIN|IND|NOM//obj//14 .//MAD//punct//9
4.1 Bakgrund;Normalt//AB|POS//advmod//19 sett//PC|PRF|NEU|SIN|IND|NOM//advcl//1 är//VB|PRS|AKT//cop//25 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//25 också//AB//advmod//25 det//DT|NEU|SIN|DEF//det//25 enda//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 sättet//NN|NEU|SIN|DEF|NOM//punct//1 för//PP//case//27 bostadsrättshavaren//NN|UTR|SIN|DEF|NOM//nmod//25 att//IE//mark//29 få//VB|INF|AKT//acl//25 tillbaka//PL//advmod//29 vad//HP|NEU|SIN|IND//obj//34 denne//PN|MAS|SIN|DEF|SUB/OBJ//nsubj//34 har//VB|PRS|AKT//aux//34 betalat//VB|SUP|AKT//ccomp//29 för//PP//case//36 bostadsrätten//NN|UTR|SIN|DEF|NOM//obl//34 vid//PP//case//39 sitt//PS|NEU|SIN|DEF//nmod:poss//39 förvärv//NN|NEU|SIN|IND|NOM//obl//34 .//MAD//punct//25
4.1 Bakgrund;Bl.a.//AB|AN//advmod//44 den//DT|UTR|SIN|DEF//det//43 inskränkningen//NN|UTR|SIN|DEF|NOM//nsubj//44 finns//VB|PRS|SFO//conj//1 dock//AB//advmod//44 att//SN//mark//49 en//DT|UTR|SIN|IND//det//48 överlåtelse//NN|UTR|SIN|IND|NOM//nsubj//49 blir//VB|PRS|AKT//csubj//44 ogiltig//JJ|POS|UTR|SIN|IND|NOM//xcomp//49 om//SN//mark//53 förvärvaren//NN|UTR|SIN|DEF|NOM//nsubj:pass//53 vägras//VB|PRS|SFO//advcl//49 medlemskap//NN|NEU|SIN|IND|NOM//obj//53 ,//MID//punct//54 6//RG|NOM//nummod//57 kap.//NN|AN//nmod//60 5//RG|NOM//nummod//59 §//NN|AN//nmod//60 BRL//PM|NOM//nmod//54 .//MAD//punct//1
4.1 Bakgrund;Rätt//NN|UTR|SIN|IND|NOM//advmod//3 till//PP//case//2 uppsägning//NN|UTR|SIN|IND|NOM//nmod//0 föreligger//VB|PRS|AKT//ROOT//3 i//PP//case//7 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 speciella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 situationer//NN|UTR|PLU|IND|NOM//obl//3 .//MAD//punct//3
4.1 Bakgrund;Bl.a.//AB|AN//advmod//22 har//VB|PRS|AKT//aux//22 föreningen//NN|UTR|SIN|DEF|NOM//nsubj//10 rätt//NN|UTR|SIN|IND|NOM//obj//10 att//IE//mark//14 säga//VB|INF|AKT//acl//12 upp//PL//compound:prt//14 en//DT|UTR|SIN|IND//det//17 bostadsrättshavare//NN|UTR|SIN|IND|NOM//obj//14 ,//MID//punct//22 om//SN//mark//22 nyttjanderätten//NN|UTR|SIN|DEF|NOM//nsubj//22 är//VB|PRS|AKT//cop//22 förverkad//PC|PRF|UTR|SIN|IND|NOM//parataxis//3 för//PP//mark//28 att//SN//mark//28 årsavgiften//NN|UTR|SIN|DEF|NOM//nsubj:pass//28 inte//AB//advmod//28 har//VB|PRS|AKT//aux//28 betalats//VB|SUP|SFO//advcl//22 .//MAD//punct//3
4.1 Bakgrund;Nämnas//VB|INF|SFO//nsubj//3 bör//VB|PRS|AKT//aux//36 också//AB//advmod//36 att//SN//mark//36 en//DT|UTR|SIN|IND//det//35 bostadsrättshavare//NN|UTR|SIN|IND|NOM//nsubj//36 har//VB|PRS|AKT//conj//3 rätt//NN|UTR|SIN|IND|NOM//obj//36 att//IE//mark//39 avsäga//VB|INF|AKT//acl//37 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//iobj//39 sin//PS|UTR|SIN|DEF//nmod:poss//42 bostadsrätt//NN|UTR|SIN|IND|NOM//obj//39 ,//MID//punct//36 2//RG|NOM//nummod//45 kap.//NN|AN//nmod//46 11//RG|NOM//nummod//47 §//NN|AN//nmod//48 BRL//PM|NOM//obj//36 .//MID//punct//3
4.1 Bakgrund;Detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//53 kan//VB|PRS|AKT//aux//53 dock//AB//advmod//53 göras//VB|INF|SFO//parataxis//3 tidigast//JJ|SUV|UTR/NEU|SIN/PLU|IND|NOM//case//56 två//RG|NOM//nummod//56 år//NN|NEU|PLU|IND|NOM//obl//53 från//PP//case//58 upplåtelsen//NN|UTR|SIN|DEF|NOM//obl//53 .//MAD//punct//53
4.1 Bakgrund;Avsägelsen//NN|UTR|SIN|DEF|NOM//nsubj//61 innebär//VB|PRS|AKT//parataxis//53 att//SN//mark//64 bostadsrättshavaren//NN|UTR|SIN|DEF|NOM//nsubj//64 blir//VB|PRS|AKT//ccomp//61 fri//JJ|POS|UTR|SIN|IND|NOM//xcomp//64 från//PP//case//68 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//68 förpliktelser//NN|UTR|PLU|IND|NOM//obl//64 .//MAD//punct//53
4.1 Bakgrund;Någon//DT|UTR|SIN|IND//det//71 rätt//NN|UTR|SIN|IND|NOM//parataxis//53 att//IE//mark//73 få//VB|INF|AKT//acl//71 tillbaka//PL//compound:prt//73 sin//PS|UTR|SIN|DEF//nmod:poss//76 insats//NN|UTR|SIN|IND|NOM//obj//73 eller//KN//cc//83 den//DT|UTR|SIN|DEF//det//79 köpeskilling//NN|UTR|SIN|IND|NOM//nmod//80 bostadsrättshavaren//NN|UTR|SIN|DEF|NOM//nsubj//83 kan//VB|PRS|AKT//aux//83 ha//VB|INF|AKT//aux//83 erlagt//VB|SUP|AKT//conj//73 finns//VB|PRS|SFO//conj//53 emellertid//AB//advmod//84 inte//AB//advmod//84 .//MAD//punct//3

4.2 Överväganden och förslag;4.2.1//RG|NOM//nmod//2 Föreningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 regler//NN|UTR|PLU|IND|NOM//nsubj//7 kan//VB|PRS|AKT//aux//7 i//PP//case//6 stor//JJ|POS|UTR|SIN|IND|NOM//amod//6 utsträckning//NN|UTR|SIN|IND|NOM//obl//7 gälla//VB|INF|AKT//ROOT//7
4.2 Överväganden och förslag;Vårt//PS|NEU|SIN|DEF//nmod:poss//1 förslag//NN|NEU|SIN|IND|NOM//ROOT//1 ://MID//punct//1
4.2 Överväganden och förslag; //_SP////2 Föreningslagens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//14 om//PP//case//7 inträde//NN|NEU|SIN|IND|NOM//nmod//5 i//PP//case//7 och//KN//cc//10 utträde//NN|NEU|SIN|IND|NOM//conj//7 ur//PP//case//12 föreningen//NN|UTR|SIN|DEF|NOM//nmod//10 skall//VB|PRS|AKT//aux//14 gälla//VB|INF|AKT//acl:relcl//1 för//PP//case//17 kooperativa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//17 hyresrättsföreningar//NN|UTR|PLU|IND|NOM//obl//14 ,//MID//punct//23 när//HA//mark//23 inte//AB//advmod//23 avvikande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//22 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//23 behövs//VB|PRS|SFO//advcl//14 .//MAD//punct//1
4.2 Överväganden och förslag;Vi//PN|UTR|PLU|DEF|SUB//nsubj//1 har//VB|PRS|AKT//aux//5 i//PP//case//4 avsnitt//NN|NEU|SIN|IND|NOM//nmod//4 3.2.2//RG|NOM//obl//5 tagit//VB|SUP|AKT//ROOT//5 ställning//NN|UTR|SIN|IND|NOM//obj//5 för//PP//mark//14 att//SN//mark//14 någon//DT|UTR|SIN|IND//det//11 fast//JJ|POS|UTR|SIN|IND|NOM//amod//11 koppling//NN|UTR|SIN|IND|NOM//nsubj//14 inte//AB//advmod//14 skall//VB|PRS|AKT//aux//14 finnas//VB|INF|SFO//advcl//5 mellan//PP//case//16 andelsrätten//NN|UTR|SIN|DEF|NOM//obl//14 och//KN//cc//18 nyttjanderätten//NN|UTR|SIN|DEF|NOM//conj//16 .//MAD//punct//5
4.2 Överväganden och förslag;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//21 medför//VB|PRS|AKT//parataxis//5 att//SN//mark//25 man//PN|UTR|SIN|IND|SUB//nsubj//25 måste//VB|PRS|AKT//aux//25 överväga//VB|INF|AKT//ccomp//21 vad//HP|NEU|SIN|IND//dislocated//29 som//HP|-|-|-//nsubj//29 bör//VB|PRS|AKT//aux//29 gälla//VB|INF|AKT//ccomp//25 för//PP//case//33 inledandet//NN|NEU|SIN|DEF|NOM//amod//33 respektive//AB//fixed//31 avslutandet//NN|NEU|SIN|DEF|NOM//obl//29 av//PP//case//37 såväl//KN//advmod//37 det//DT|NEU|SIN|DEF//det//37 föreningsrättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//nmod//33 som//KN//mark//40 nyttjanderättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//40 förhållandet//NN|NEU|SIN|DEF|NOM//nmod//37 .//MAD//punct//21
4.2 Överväganden och förslag;När//HA//case//6 det//PN|NEU|SIN|DEF|SUB/OBJ//fixed//0 gäller//VB|PRS|AKT//fixed//0 de//DT|UTR/NEU|PLU|DEF//det//6 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 föreningsrättsliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 frågorna//NN|UTR|PLU|DEF|NOM//obl//7 ser//VB|PRS|AKT//ROOT//7 vi//PN|UTR|PLU|DEF|SUB//nsubj//7 i//PP//case//11 ett//DT|NEU|SIN|IND//det//11 utgångsläge//NN|NEU|SIN|IND|NOM//obl//7 inget//DT|NEU|SIN|IND//det//13 skäl//NN|NEU|SIN|IND|NOM//obj//7 att//IE//mark//15 göra//VB|INF|AKT//acl//13 avvikelser//NN|UTR|PLU|IND|NOM//obj//15 gentemot//PP//case//18 vad//HP|NEU|SIN|IND//obl//15 som//HP|-|-|-//nsubj//21 normalt//AB|POS//advmod//21 gäller//VB|PRS|AKT//acl:relcl//18 för//PP//case//24 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//24 föreningar//NN|UTR|PLU|IND|NOM//obl//21 i//PP//case//28 de//DT|UTR/NEU|PLU|DEF//det//28 aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//28 avseendena//NN|NEU|PLU|DEF|NOM//nmod//24 .//MAD//punct//7
4.2 Överväganden och förslag;Med//PP//case//32 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//32 ord//NN|NEU|PLU|IND|NOM//obl//36 bör//VB|PRS|AKT//aux//36 samma//DT|UTR/NEU|SIN/PLU|IND//det//35 regler//NN|UTR|PLU|IND|NOM//nsubj//36 gälla//VB|INF|AKT//parataxis//7 för//PP//case//38 inträde//NN|NEU|SIN|IND|NOM//obl//36 i//PP//advmod//36 och//KN//cc//41 utträde//NN|NEU|SIN|IND|NOM//conj//39 ur//PP//case//45 en//DT|UTR|SIN|IND//det//45 kooperativ//JJ|POS|UTR|SIN|IND|NOM//amod//45 hyresrättsförening//NN|UTR|SIN|IND|NOM//obl//36 och//KN//cc//48 för//PP//case//48 förvärv//NN|NEU|SIN|IND|NOM//conj//45 av//PP//case//50 andelsrätt//NN|UTR|SIN|IND|NOM//nmod//48 som//HP|-|-|-//nsubj//52 gäller//VB|PRS|AKT//acl:relcl//48 för//PP//case//56 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//56 föreningar//NN|UTR|PLU|IND|NOM//obl//52 ,//MID//punct//62 när//HA//mark//62 inte//AB//advmod//61 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//61 förhållanden//NN|NEU|PLU|IND|NOM//nsubj//62 påkallar//VB|PRS|AKT//advcl//36 annat//PN|NEU|SIN|IND|SUB/OBJ//obj//62 .//MID//punct//62
4.2 Överväganden och förslag;Eftersom//SN//mark//70 andelsrätten//NN|UTR|SIN|DEF|NOM//nsubj//70 och//KN//cc//68 medlemskapet//NN|NEU|SIN|DEF|NOM//conj//66 skall//VB|PRS|AKT//aux//70 leva//VB|INF|AKT//advcl//78 ett//DT|NEU|SIN|IND//det//73 fritt//JJ|POS|NEU|SIN|IND|NOM//amod//73 liv//NN|NEU|SIN|IND|NOM//obj//70 i//PP//case//77 förhållande//NN|NEU|SIN|IND|NOM//fixed//74 till//PP//fixed//74 nyttjanderätten//NN|UTR|SIN|DEF|NOM//obl//70 finns//VB|PRS|SFO//conj//7 inte//AB//advmod//78 samma//DT|UTR/NEU|SIN/PLU|IND//det//81 skäl//NN|NEU|PLU|IND|NOM//nsubj//78 för//PP//case//83 inskränkningar//NN|UTR|PLU|IND|NOM//nmod//81 jämfört//PC|PRF|NEU|SIN|IND|NOM//case//90 med//PP//fixed//84 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 ,//MID//punct//88 vanliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 ekonomiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//90 föreningar//NN|UTR|PLU|IND|NOM//nmod//83 som//HP|-|-|-//obj//93 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//93 finns//VB|PRS|SFO//acl:relcl//90 för//PP//case//95 bostadsrättsföreningar//NN|UTR|PLU|IND|NOM//obl//93 .//MAD//punct//78
