Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 om//PP//case//4 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//6 haft//VB|SUP|AKT//ROOT//6 som//KN//mark//8 uppdrag//NN|NEU|SIN|IND|NOM//xcomp//6 att//IE//mark//10 se//VB|INF|AKT//acl//8 över//PL//compound:prt//10 och//KN//cc//13 föreslå//VB|INF|AKT//conj//10 de//DT|UTR/NEU|PLU|DEF//det//15 åtgärder//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 behövs//VB|PRS|SFO//acl:relcl//15 för//PP//mark//21 att//IE//mark//21 kunna//VB|INF|AKT//aux//21 anpassa//VB|INF|AKT//advcl//17 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 personalförsörjning//NN|UTR|SIN|IND|NOM//obj//21 till//PP//case//27 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 uppgifter//NN|UTR|PLU|IND|NOM//obl//21 och//KN//cc//29 behov//NN|NEU|PLU|IND|NOM//conj//27 .//MAD//punct//6
Specialistofficerare;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//9 anser//VB|PRS|AKT//parataxis//1 bl.a.//AB|AN//advmod//9 att//SN//mark//16 anställningsvillkoren//NN|UTR|SIN|DEF|NOM//nsubj//16 för//PP//case//14 specialistofficerare//NN|UTR|PLU|IND|NOM//nmod//12 bör//VB|PRS|AKT//aux//16 harmonisera//VB|INF|AKT//ccomp//9 med//PP//case//19 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 yrkes-//NN|NEU|-|-|SMS//obl//16 och//KN//cc//21 reservofficerare//NN|UTR|PLU|IND|NOM//conj//19 i//PP//case//23 syfte//NN|NEU|SIN|IND|NOM//nmod//21 att//IE//mark//25 främja//VB|INF|AKT//acl//19 övergångar//NN|UTR|PLU|IND|NOM//obj//25 från//PP//case//28 officer//NN|UTR|SIN|IND|NOM//nmod//26 till//PP//case//30 specialistofficer//NN|UTR|SIN|IND|NOM//obl//25 i//PP//case//34 det//DT|NEU|SIN|DEF//det//34 pågående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 uppbyggnadsskedet//NN|NEU|SIN|DEF|NOM//nmod//30 av//PP//case//36 specialistofficersbefattningarna//NN|UTR|PLU|DEF|NOM//nmod//34 .//MAD//punct//1

Anställningstider;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//13 kontinuerligt//AB|POS//advmod//5 tjänstgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//6 gruppbefäl//NN|NEU|SIN|IND|NOM//nsubj:pass//13 ,//MID//punct//8 soldater//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//10 sjömän//NN|UTR|PLU|IND|NOM//conj//6 ska//VB|PRS|AKT//aux//13 kunna//VB|INF|AKT//aux//13 anställas//VB|INF|SFO//ccomp//1 tidsbegränsat//PC|PRF|NEU|SIN|IND|NOM//xcomp//13 i//PP//case//19 upp//AB//fixed//15 till//PP//case//19 åtta//RG|NOM//nummod//19 år//NN|NEU|PLU|IND|NOM//obl//14 ,//MID//punct//19 med//PP//case//22 möjlighet//NN|UTR|SIN|IND|NOM//obl//13 att//IE//mark//24 förnya//VB|INF|AKT//acl//22 anställningen//NN|UTR|SIN|DEF|NOM//obj//24 .//MAD//punct//1
Anställningstider;Total//JJ|POS|UTR|SIN|IND|NOM//amod//28 anställningstid//NN|UTR|SIN|IND|NOM//nsubj//34 för//PP//case//31 denna//DT|UTR|SIN|DEF//det//31 kategori//NN|UTR|SIN|IND|NOM//nmod//28 ska//VB|PRS|AKT//aux//34 kunna//VB|INF|AKT//aux//34 uppgå//VB|INF|AKT//parataxis//1 till//PP//compound:prt//34 som//KN//case//39 mest//AB|SUV//advmod//38 tolv//RG|NOM//nummod//39 år//NN|NEU|PLU|IND|NOM//obl//34 .//MAD//punct//1
Anställningstider;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//13 tidvis//AB//advmod//5 tjänstgörande//AB//amod//6 gruppbefäl//NN|UTR|SIN|IND|NOM//nsubj:pass//13 ,//MID//punct//8 soldater//NN|UTR|PLU|IND|NOM//conj//6 och//KN//cc//10 sjömän//NN|UTR|PLU|IND|NOM//conj//6 ska//VB|PRS|AKT//aux//13 kunna//VB|INF|AKT//aux//13 anställas//VB|INF|SFO//ccomp//1 tidsbegränsat//PC|PRF|NEU|SIN|IND|NOM//xcomp//13 i//PP//case//19 upp//AB//fixed//15 till//PP//case//19 åtta//RG|NOM//nummod//19 år//NN|NEU|PLU|IND|NOM//obl//14 ,//MID//punct//19 med//PP//case//22 möjlighet//NN|UTR|SIN|IND|NOM//obl//13 att//IE//mark//24 förnya//VB|INF|AKT//acl//22 anställningen//NN|UTR|SIN|DEF|NOM//obj//24 .//MAD//punct//1
Anställningstider;Total//JJ|POS|UTR|SIN|IND|NOM//amod//28 anställningstid//NN|UTR|SIN|IND|NOM//nsubj//34 för//PP//case//31 denna//DT|UTR|SIN|DEF//det//31 kategori//NN|UTR|SIN|IND|NOM//nmod//28 ska//VB|PRS|AKT//aux//34 kunna//VB|INF|AKT//aux//34 uppgå//VB|INF|AKT//parataxis//1 till//PP//compound:prt//34 som//KN//case//39 mest//AB|SUV//advmod//38 sexton//RG|NOM//nummod//39 år//NN|NEU|PLU|IND|NOM//obl//34 .//MAD//punct//1

Försöksanställning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//5 ska//VB|PRS|AKT//aux//5 ges//VB|INF|SFO//ccomp//1 möjlighet//NN|UTR|SIN|IND|NOM//obj//5 att//IE//mark//8 träffa//VB|INF|AKT//acl//6 avtal//NN|NEU|PLU|IND|NOM//obj//8 om//PP//case//12 tidsbegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//12 försöksanställning//NN|UTR|SIN|IND|NOM//nmod//9 under//PP//case//16 högst//AB|SUV//advmod//15 sex//RG|NOM//nummod//16 månader//NN|UTR|PLU|IND|NOM//nmod//12 ,//MID//punct//20 om//SN//mark//20 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//20 finns//VB|PRS|SFO//conj//1 ett//DT|NEU|SIN|IND//det//22 försöksbehov//NN|NEU|SIN|IND|NOM//nsubj//20 .//MAD//punct//20
Försöksanställning;Vill//VB|PRS|AKT//cc//26 inte//AB//advmod//26 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//20 eller//KN//cc//28 arbetstagaren//NN|UTR|SIN|DEF|NOM//conj//26 att//SN//mark//32 anställningen//NN|UTR|SIN|DEF|NOM//nsubj//32 ska//VB|PRS|AKT//aux//32 fortsätta//VB|INF|AKT//acl//26 efter//PP//case//34 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//32 att//SN//mark//38 försökstiden//NN|UTR|SIN|DEF|NOM//nsubj//38 har//VB|PRS|AKT//aux//38 löpt//VB|SUP|AKT//acl//26 ut//PL//compound:prt//38 ,//MID//punct//26 ska//VB|PRS|AKT//conj//20 besked//NN|NEU|SIN|IND|NOM//nsubj//20 om//SN//mark//45 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//45 lämnas//VB|PRS|SFO//advcl//20 till//PP//case//47 motparten//NN|UTR|SIN|DEF|NOM//obl//45 senast//AB|SUV//case//51 vid//PP//case//51 försökstidens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 utgång//NN|UTR|SIN|IND|NOM//obl//45 .//MAD//punct//20
Försöksanställning;Görs//VB|PRS|SFO//parataxis//20 inte//AB//advmod//53 detta//PN|NEU|SIN|DEF|SUB/OBJ//obj//53 ,//MID//punct//57 övergår//VB|PRS|AKT//conj//20 försöksanställningen//NN|UTR|SIN|DEF|NOM//nsubj//57 i//PP//case//62 en//DT|UTR|SIN|IND//det//62 tidsbegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//62 anställning//NN|UTR|SIN|IND|NOM//obl//57 enligt//PP//case//66 den//DT|UTR|SIN|DEF//det//66 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//66 speciallagen//NN|UTR|SIN|DEF|NOM//nmod//62 .//MAD//punct//20
Försöksanställning;Om//SN//mark//72 inte//AB//advmod//72 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//72 har//VB|PRS|AKT//aux//72 avtalats//VB|SUP|SFO//advcl//74 ,//MID//punct//74 får//VB|PRS|AKT//conj//20 en//DT|UTR|SIN|IND//det//76 försöksanställning//NN|UTR|SIN|IND|NOM//nsubj:pass//77 avbrytas//VB|INF|SFO//xcomp//74 även//AB//advmod//81 före//PP//case//81 försökstidens//NN|NEU|PLU|DEF|GEN//nmod:poss//81 utgång//NN|UTR|SIN|IND|NOM//obl//77 .//MAD//punct//1

Tidsbegränsade anställningars upphörande;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 att//SN//mark//12 en//DT|UTR|SIN|IND//det//5 tidsbegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//5 anställning//NN|UTR|SIN|IND|NOM//nsubj:pass//12 enligt//PP//case//9 den//DT|UTR|SIN|DEF//det//9 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//9 speciallagstiftningen//NN|UTR|SIN|DEF|NOM//nmod//5 ska//VB|PRS|AKT//aux//12 kunna//VB|INF|AKT//aux//12 sägas//VB|INF|SFO//ccomp//1 upp//PL//compound:prt//12 i//PP//case//15 förtid//NN|UTR|SIN|IND|NOM//obl//12 av//PP//case//17 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//15 eller//KN//cc//19 arbetstagaren//NN|UTR|SIN|DEF|NOM//conj//17 för//PP//mark//22 att//IE//mark//22 upphöra//VB|INF|AKT//advcl//12 efter//PP//case//26 en//DT|UTR|SIN|IND//det//26 viss//JJ|POS|UTR|SIN|IND|NOM//amod//26 uppsägningstid//NN|UTR|SIN|IND|NOM//obl//22 .//MAD//punct//1

Uppsägningstider;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//9 för//PP//case//5 både//KN//cc//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//9 och//KN//cc//7 arbetstagaren//NN|UTR|SIN|DEF|NOM//conj//5 ska//VB|PRS|AKT//aux//9 gälla//VB|INF|AKT//ccomp//1 en//DT|UTR|SIN|IND//det//12 minsta//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//12 uppsägningstid//NN|UTR|SIN|IND|NOM//obj//9 om//PP//case//15 tre//RG|NOM//nummod//15 månader//NN|UTR|PLU|IND|NOM//nmod//12 .//MAD//punct//1
Uppsägningstider;Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//20 ska//VB|PRS|AKT//aux//20 få//VB|INF|AKT//aux//20 bevilja//VB|INF|AKT//parataxis//1 arbetstagaren//NN|UTR|SIN|DEF|NOM//obj//20 kortare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//23 uppsägningstid//NN|UTR|SIN|IND|NOM//obl//20 .//MAD//punct//1
Uppsägningstider;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 vidare//AB|KOM//advmod//1 att//SN//mark//21 en//DT|UTR|SIN|IND//det//5 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//21 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//cop//8 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//5 som//HP|-|-|-//mark//11 kontinuerligt//AB|POS//advmod//11 tjänstgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//8 ,//MID//punct//5 vid//PP//case//14 uppsägning//NN|UTR|SIN|IND|NOM//nmod//5 på//PP//case//18 grund//NN|UTR|SIN|IND|NOM//fixed//15 av//PP//fixed//15 arbetsbrist//NN|UTR|SIN|IND|NOM//nmod//14 ,//MID//punct//5 ska//VB|PRS|AKT//aux//21 ha//VB|INF|AKT//ccomp//1 rätt//PL//obj//21 till//PP//case//25 längre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//25 uppsägningstid//NN|UTR|SIN|IND|NOM//obl//21 än//KN//case//28 tre//RG|NOM//nummod//28 månader//NN|UTR|PLU|IND|NOM//nmod//25 beroende//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//case//34 på//PP//fixed//29 hur//HA//advmod//32 lång//JJ|POS|UTR|SIN|IND|NOM//amod//34 tidsbegränsad//PC|PRF|UTR|SIN|IND|NOM//amod//34 anställning//NN|UTR|SIN|IND|NOM//obl//21 som//HP|-|-|-//nsubj:pass//37 har//VB|PRS|AKT//aux//37 avtalats//VB|SUP|SFO//acl:relcl//34 .//MAD//punct//1

Informationsskyldighet;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//16 en//DT|UTR|SIN|IND//det//5 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//16 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//cop//8 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//5 som//HP|-|-|-//mark//11 tidvis//AB//advmod//11 tjänstgörande//AB//advcl//8 i//PP//case//13 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//11 ska//VB|PRS|AKT//aux//16 vara//VB|INF|AKT//cop//16 skyldig//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 att//IE//mark//32 ,//MID//punct//32 antingen//KN//cc//23 vid//PP//case//22 denna//DT|UTR|SIN|DEF//det//22 anställnings//NN|UTR|SIN|IND|GEN//nmod//23 ingående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//32 eller//KN//cc//26 vid//PP//case//26 anställningstidpunkten//NN|UTR|SIN|DEF|NOM//conj//23 hos//PP//case//30 den//DT|UTR|SIN|DEF//det//30 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//30 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nmod//26 ,//MID//punct//23 informera//VB|INF|AKT//csubj//16 sin//PS|UTR|SIN|DEF//nmod:poss//35 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//35 arbetsgivare//NN|UTR|SIN|IND|NOM//obj//32 om//PP//case//37 anställningen//NN|UTR|SIN|DEF|NOM//nmod//35 i//PP//case//39 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//37 .//MAD//punct//1
Informationsskyldighet;Arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//45 ska//VB|PRS|AKT//aux//45 också//AB//advmod//45 vara//VB|INF|AKT//cop//45 skyldig//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 att//IE//mark//47 hålla//VB|INF|AKT//advcl//45 sin//PS|UTR|SIN|DEF//nmod:poss//50 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//50 arbetsgivare//NN|UTR|SIN|IND|NOM//obj//47 informerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//47 om//PP//case//54 planerad//PC|PRF|UTR|SIN|IND|NOM//amod//54 tjänstgöring//NN|UTR|SIN|IND|NOM//obl//51 i//PP//case//56 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//54 .//MAD//punct//1
Informationsskyldighet;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 vidare//AB|KOM//advmod//1 att//SN//mark//7 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//7 ska//VB|PRS|AKT//aux//7 vara//VB|INF|AKT//cop//7 skyldig//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 att//SN//mark//14 senast//AB|SUV//case//11 tre//RG|NOM//nummod//11 månader//NN|UTR|PLU|IND|NOM//obl//14 innan//PP//mark//14 tjänstgöring//NN|UTR|SIN|IND|NOM//nsubj//14 informera//VB|INF|AKT//advcl//7 arbetstagaren//NN|UTR|SIN|DEF|NOM//obj//14 om//PP//case//18 tjänstgöringens//NN|UTR|SIN|DEF|GEN//nmod:poss//18 omfattning//NN|UTR|SIN|IND|NOM//obl//14 och//KN//cc//20 förläggning//NN|UTR|SIN|IND|NOM//conj//18 .//MAD//punct//1

Återhämtningstid;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 att//SN//mark//16 en//DT|UTR|SIN|IND//det//4 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//16 som//HP|-|-|-//nsubj//7 är//VB|PRS|AKT//cop//7 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//4 som//HP|-|-|-//mark//10 kontinuerligt//AB|POS//advmod//10 tjänstgörande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//7 enligt//PP//case//14 den//DT|UTR|SIN|DEF//det//14 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//14 speciallagen//NN|UTR|SIN|DEF|NOM//obl//10 ska//VB|PRS|AKT//aux//16 ha//VB|INF|AKT//ccomp//1 rätt//NN|UTR|SIN|IND|NOM//obj//16 till//PP//case//19 återhämtningstid//NN|UTR|SIN|IND|NOM//obl//16 efter//PP//case//21 genomförandet//NN|NEU|SIN|DEF|NOM//obl//16 av//PP//case//26 en//DT|UTR|SIN|IND//det//26 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//26 militär//JJ|POS|UTR|SIN|IND|NOM//amod//26 insats//NN|UTR|SIN|IND|NOM//nmod//21 .//MAD//punct//1
Återhämtningstid;Arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//31 är//VB|PRS|AKT//cop//31 inte//AB//advmod//31 tjänstebefriad//PC|PRF|UTR|SIN|IND|NOM//parataxis//1 under//PP//case//35 den//DT|UTR|SIN|DEF//det//35 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//35 återhämtningstiden//NN|UTR|SIN|DEF|NOM//obl//31 ,//MID//punct//40 men//KN//cc//40 tjänstgöringen//NN|UTR|SIN|DEF|NOM//nsubj//40 ska//VB|PRS|AKT//aux//40 ske//VB|INF|AKT//conj//1 i//PP//case//42 Sverige//PM|NOM//obl//40 .//MAD//punct//40
Återhämtningstid;Under//PP//case//46 sådan//JJ|POS|UTR|SIN|IND|NOM//amod//46 återhämtningstid//NN|UTR|SIN|IND|NOM//obl//50 får//VB|PRS|AKT//aux//50 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//50 endast//AB//advmod//50 tjänstgöra//VB|INF|AKT//parataxis//40 i//PP//case//55 en//DT|UTR|SIN|IND//det//55 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//55 militär//JJ|POS|UTR|SIN|IND|NOM//amod//55 insats//NN|UTR|SIN|IND|NOM//obl//50 om//PP//mark//58 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//58 anser//VB|PRS|AKT//advcl//50 att//SN//mark//61 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//61 föreligger//VB|PRS|AKT//ccomp//58 synnerliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 skäl//NN|NEU|PLU|IND|NOM//nsubj//61 eller//KN//cc//67 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//67 frivilligt//AB|POS//advmod//67 anmäler//VB|PRS|AKT//conj//61 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//67 .//MAD//punct//1

Rätt till ledighet från civil anställning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//6 en//DT|UTR|SIN|IND//det//4 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//6 ska//VB|PRS|AKT//aux//6 ha//VB|INF|AKT//ccomp//1 rätt//PL//obj//6 till//PP//case//10 hel//JJ|POS|UTR|SIN|IND|NOM//amod//10 ledighet//NN|UTR|SIN|IND|NOM//obl//6 från//PP//case//14 sin//PS|UTR|SIN|DEF//nmod:poss//14 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//14 anställning//NN|UTR|SIN|IND|NOM//nmod//10 under//PP//case//18 högst//AB|SUV//advmod//17 sex//RG|NOM//nummod//18 månader//NN|UTR|PLU|IND|NOM//nmod//14 för//PP//mark//21 att//IE//mark//21 prova//VB|INF|AKT//advcl//6 en//DT|UTR|SIN|IND//det//23 anställning//NN|UTR|SIN|IND|NOM//obj//21 som//HP|-|-|-//mark//25 kontinuerligt//AB|POS//acl:relcl//23 eller//KN//cc//28 tidvis//AB//advmod//28 tjänstgörande//AB//conj//25 i//PP//case//30 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//1
Rätt till ledighet från civil anställning;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 att//SN//mark//14 en//DT|UTR|SIN|IND//det//4 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//14 som//HP|-|-|-//nsubj//7 är//VB|PRS|AKT//cop//7 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//4 som//HP|-|-|-//mark//10 tidvis//AB//advmod//10 tjänstgörande//AB//advcl//7 i//PP//case//12 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//10 ska//VB|PRS|AKT//aux//14 ha//VB|INF|AKT//ccomp//1 rätt//PL//obj//14 till//PP//case//18 hel//JJ|POS|UTR|SIN|IND|NOM//amod//18 ledighet//NN|UTR|SIN|IND|NOM//obl//14 från//PP//case//22 sin//PS|UTR|SIN|DEF//nmod:poss//22 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//22 anställning//NN|UTR|SIN|IND|NOM//obl//14 för//PP//mark//25 att//IE//mark//25 tjänstgöra//VB|INF|AKT//acl//22 i//PP//case//27 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//1
Rätt till ledighet från civil anställning;Ledighet//NN|UTR|SIN|IND|NOM//parataxis//1 för//PP//mark//32 att//IE//mark//32 tjänstgöra//VB|INF|AKT//acl//29 som//HP|-|-|-//nsubj:pass//38 tidvis//AB//advmod//35 tjänstgörande//AB//advmod//38 ska//VB|PRS|AKT//aux//38 få//VB|INF|AKT//aux//38 tas//VB|INF|SFO//advcl//32 ut//PL//compound:prt//38 under//PP//case//43 maximalt//AB|POS//advmod//42 tolv//RG|NOM//nummod//43 månader//NN|UTR|PLU|IND|NOM//nmod//44 sammanhängande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//obl//38 .//MAD//punct//1
Rätt till ledighet från civil anställning;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//8 en//DT|UTR|SIN|IND//det//5 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//8 ska//VB|PRS|AKT//aux//8 få//VB|INF|AKT//aux//8 avbryta//VB|INF|AKT//csubj//1 sin//PS|UTR|SIN|DEF//nmod:poss//11 påbörjade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//11 ledighet//NN|UTR|SIN|IND|NOM//obj//8 och//KN//cc//13 återuppta//VB|INF|AKT//conj//8 sitt//PS|NEU|SIN|DEF//nmod:poss//15 arbete//NN|NEU|SIN|IND|NOM//obj//13 i//PP//case//19 sin//PS|UTR|SIN|DEF//nmod:poss//19 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//19 anställning//NN|UTR|SIN|IND|NOM//obl//13 i//PP//case//22 samma//DT|UTR/NEU|SIN/PLU|IND//det//22 omfattning//NN|UTR|SIN|IND|NOM//obl//13 som//KN//mark//25 före//PP//case//25 ledigheten//NN|UTR|SIN|DEF|NOM//nmod//22 .//MAD//punct//1
Rätt till ledighet från civil anställning;Om//SN//mark//31 en//DT|UTR|SIN|IND//det//29 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//31 blir//VB|PRS|AKT//aux:pass//31 tvungen//PC|PRF|UTR|SIN|IND|NOM//advcl//60 att//IE//mark//33 avbryta//VB|INF|AKT//xcomp//31 sin//PS|UTR|SIN|DEF//nmod:poss//36 påbörjade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//36 ledighet//NN|UTR|SIN|IND|NOM//obj//33 på//PP//case//40 grund//NN|UTR|SIN|IND|NOM//fixed//37 av//PP//fixed//37 omständigheter//NN|UTR|PLU|IND|NOM//obl//33 som//HP|-|-|-//nsubj//42 beror//VB|PRS|AKT//acl:relcl//40 på//PP//case//44 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//42 och//KN//cc//50 den//DT|UTR|SIN|DEF//det//48 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nsubj//50 inte//AB//advmod//50 medger//VB|PRS|AKT//conj//42 arbetstagaren//NN|UTR|SIN|DEF|NOM//obj//50 att//IE//mark//53 återuppta//VB|INF|AKT//xcomp//50 sitt//PS|NEU|SIN|DEF//nmod:poss//55 arbete//NN|NEU|SIN|IND|NOM//obj//53 omedelbart//AB|POS//advmod//53 ,//MID//punct//31 ska//VB|PRS|AKT//aux//60 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//60 utge//VB|INF|AKT//parataxis//1 lön//NN|UTR|SIN|IND|NOM//obj//60 och//KN//cc//64 övriga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//64 anställningsförmåner//NN|UTR|PLU|IND|NOM//conj//61 till//PP//case//66 dess//AB//nmod//64 att//IE//mark//76 återgång//NN|UTR|SIN|IND|NOM//nsubj//76 i//PP//case//70 arbetet//NN|NEU|SIN|DEF|NOM//nmod//68 hos//PP//case//74 den//DT|UTR|SIN|DEF//det//74 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//74 arbetsgivaren//NN|UTR|SIN|DEF|NOM//nmod//70 kan//VB|PRS|AKT//aux//76 ske//VB|INF|AKT//advcl//60 ,//MID//punct//79 dock//KN//advmod//79 högst//AB|SUV//advmod//1 under//PP//case//82 en//DT|UTR|SIN|IND//det//82 månad//NN|UTR|SIN|IND|NOM//obl//79 .//MAD//punct//1

